stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,121.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,183.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,12.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.98,8.71,0,0,34.5,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,9.27,0,0,0,4.32,0,0,0,0,0,4.51,0,0,0,0,0,0,0,0,0,0,0,28.88,0,0,0,8.22,0,0,0,25.64,0,0,0,0,0,0,0,0
 14-21,0,1.11,0,0.91,1.98,0,0.98,0,0,0,1.25,0.91,0,0,0,0,0,0,0,0,1.87,0,0,3.96,79.59,1.29,2.48,1.27,0,0,2.46,4.14,0,0,4.47,50.64,0,0,0,0,0
 24-34,0,4.21,0,4.25,0.81,0,14.68,0,1.61,0,1.72,0,0,0,0,0.65,0.63,0,0,0,9.09,0,0,2.37,692.86,0,17,0,0,0,9.62,0,7.02,0,0,173.18,0,0,13.93,0,0
 36-46,0,0,0,4.08,0,0,35.26,0,1.39,1.6,11.49,0,0,0,0,0,0,0,0,0,8.82,0,0,1.21,2011.24,0,13.01,0,0,0,12.54,0,0,1.56,0,354.57,0,0,8.75,0,0
 48-58,0,0,0,13.08,0,0,169.61,0,0,1.2,60.16,4.62,0,0.38,1.44,0,6.72,0.46,0,0,38.34,0,2.08,5.2,2696.64,0,4.96,0.81,3.66,0,13.46,0,0.39,0,0,421.13,0,0.51,5.36,0,0.66
 60-70,0,0,0,14.73,3.48,0,356.26,0,0,0,97.28,0,0,0,0.57,1.13,0,0,0,0,23.77,0,0.71,0.93,4284.03,0,16.42,1.84,0,1.85,9.45,0,2.74,0,0,470.64,0,0,2.27,2.72,0
 72-82,0,2.11,0,24.49,19.12,0,397.8,0,0.55,0.8,148.33,2.31,0,1.5,0,1.79,2.06,0.79,0,8.68,41.11,0,7.32,6.76,3890.98,0,13.65,6.31,0,0,4.59,0,0,0,0,417.33,0,2.22,3.9,2.77,11.8
 84-94,0,2.09,0,6.19,0.68,0,320,0,0,0,122.93,2.27,0,0,1.85,9.86,1.55,1.05,2.93,0,25.44,1.9,0.6,0.78,2932.39,0,10.73,2.11,0,0,2.88,0,0,0,0,332.1,1.14,4.56,0.97,1.09,0.88
 96-106,0,0,0,17.37,3.03,0,232.72,1.1,0,0,118.98,2.27,0,0,7.95,11.57,0.75,0,8.7,0,41.27,1.15,4.28,0.63,2317.45,0,20.83,13.5,0,1.92,2.29,0,0,0,0,107.43,0.79,2.03,2.95,1.26,3.58
108-118,0,0,0,18.58,0,1.44,225.24,0,0,4.54,151.8,2.32,0,0,0.8,6.83,3.4,8.39,0.5,0,35.35,0,0,0.57,3004.12,1.02,16.03,5.21,0,0,18.02,0,0,0,0,113.53,2.49,0,2.94,0,3.41
120,0,0,0,12.26,1.64,0,501.91,0,1.12,0,271.99,4.56,0,0,7.77,2.06,0,0,19.08,0,51.46,0,22.95,1.49,5461.1,0,20.38,2.94,0,0,1.56,0,4.29,0,0,312.48,0,2.12,2.09,0,0
