stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,28.26,350.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,17.53,256.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.57,6.39,4.56,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.44,7.32,0,0,78.21,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,93.96,59.46,0,21.69,0,131.93,0,0,0,0,0,10.21,0,0,0,0,0,0,0,0,0,0,0,2516.61,37.79,0,0,508.67,0,0,5.55,0,39.89,0,26.52,4.33,0,0,0,0,0
 14-21,0,0,16.02,503.22,29.52,0,163.1,0,69.64,0,86.81,3.27,0,8.17,0,1.77,0,2.25,1.36,0.86,85.73,1.1,0,113.54,5092.62,8.11,10.94,179.3,46.14,0,5.93,2.5,137.3,49.52,115.63,826.1,1428.43,0,0,2.01,0,0
 24-34,0,0,8.85,191.72,1.93,0,120.09,0.68,227.99,5.45,73.59,2.65,0,7.43,0.8,0.82,15.81,32.97,0,2.18,132.72,0.96,0,115.77,3125.73,12.02,35,109,0,0,10.12,0,0,45.13,19.8,271.48,1055.48,0,0,22.47,0,0
 36-46,0,0,0,71.8,0,0,40.01,4.74,117.39,9.7,87.34,0.68,0,0.95,0,0,1.36,16.1,1.08,0,133.67,2.27,0.85,52.78,1270.56,1.22,20.13,44.68,0,0,3.26,0.81,0,13.59,14.52,6.59,434.42,0,0,4.1,0,4.72
 48-58,0,0,0.6,78.78,0,0,88.87,4.49,92.5,13.7,69.15,2.6,0.75,0.9,0.52,0,4.18,18.14,0,0,195.41,0,2.88,61.09,482.1,1.06,8.09,67.9,4.77,0.4,1.12,0,0,14.01,13.79,0,192.61,0,1.01,5.88,0,12.44
 60-70,0,0,0,118.44,0,0,80.08,10.9,59.7,11.82,75.69,0,0,0.7,5.07,10.76,9.32,17.12,3.48,0,219.97,2.52,3.56,27.76,262.68,1.69,9.51,52.61,0,0.66,0,0,2.75,15.44,3.65,0,46.36,0,7.31,17.13,2.66,4.57
 72-82,0,0,0,66.51,1.61,0,60.48,1.14,39.32,13.6,97.83,2.21,0,3.72,0,13.08,0.54,23.17,0.96,0,277.56,2.26,8.97,29.01,180.3,0.52,10.91,52.11,0,2.17,7.72,0,0,11.7,4.22,0,51.83,3.69,7.47,4.55,16.02,4.16
 84-94,0,0,0,80.62,2.32,0,67.2,11.69,72.36,7.27,119.75,2.99,0,0,1.59,16.47,1.42,14.18,5.22,0,210.46,0,14.05,27.14,195.22,0,14.66,78.58,0,1.66,2.33,0,0,38.95,1.57,0,39.79,1.63,6.21,6.02,24.61,0
 96-106,0,0,0,80.14,0,1.53,60.86,0.73,42.57,0,140.74,10.95,0,0,0.84,18.6,0.63,22.9,1.9,0,193.16,0.68,4.43,28.36,168.58,0.75,28.85,74.34,0,2.95,7.65,0,0,18.67,0,0,55.49,3.21,3.37,5.67,12.81,3.05
108-118,0,0,1.8,48.6,2.04,1.21,52.03,1.7,87.78,8.45,132.55,2.79,0,1.35,2.32,9,5.87,22.09,10.15,1.54,193.69,0,6.33,27.19,179.23,1.07,24.59,79.78,0,0,4.38,0,0,26.17,3.43,0,31.83,5.06,2.21,0.58,15.53,4.32
120,0,0,0,71.82,2.46,0,67.49,1.04,37.79,16.81,126.69,1.68,0,3.83,1.11,0,0,17.62,0,0,103.66,5.25,11.65,5,186.76,0,7.21,62.96,0,9.21,1,0,0,9.39,0,0,14.04,3.2,2.41,0,33.52,0
