stage,blastomeres,epidermis,eye,gut,hatching.gland,mesenchyme,neural,presomitic.mesoderm,spinal.cord,vasculature
  5-6,10.75,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,3.76,0,11.31,0,0,0
 10-12,0,0,0,0,0,0,14.79,0,0,0
 14-21,0,0,0,0,0,0,2.94,2.53,0,0
 24-34,0,1.01,0,0,0,1.05,0.9,0,0.63,0
 36-46,0,0.66,0,0,0,0,1.19,0,0,0
 48-58,0,0,0,0,0,0.62,5.33,0,0,0
 60-70,0,0,0,1.35,0,0,0,0,0,1.04
 72-82,0,0,1.87,0,0,0,0,0,0,0
