stage,endocrine_pancreas,epidermis,eye,glial,gut,heart,immune,iridophores,lateral_line,liver,mesenchyme,muscle,neural,periderm,presomitic_mesoderm,pronephros,somites,spinal_cord,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,0,0,0,0,0,0,0,0,0,1.04,1.14,0,0.85,0,3.86,0,0,0,0
 24-34,0.84,0,0,0,0,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0.98
 48-58,0,0,0,0,0,0,0,0,0,0,0,0,3.49,0,0,0,0,0.68,0,0,0
 72-82,2.24,0.76,0,0,6.99,0,0,0,0,0,0,0.99,2.84,0,0,0,0,0,0,0,0
 84-94,1.12,0,0.62,0,14.75,0,0,0,0,0,0,0,0,0.87,0,0.6,0,0,0,0,0
 96-106,4.42,0,0.57,3.66,58.53,0,0.58,0,0,0,3.97,0,9.09,0,0,0,0,0,0,0,0
108-118,3.46,0,10.24,0,122.36,0,0,0.66,0.66,0,2.62,0.59,12.47,0,0,0,0,0,0,0,0
120,0,1.03,12.38,0,91.83,0,0,0,0,7.86,2.5,0,15.23,1.88,0,3.67,0,0,3.36,3.69,0
