stage,eye,immune,lateral.line,mesenchyme,neural,paraxial.mesoderm,spinal.cord,vasculature
  5-6,0,0,0,0,17.57,0,0,0
  7-9,0,0,0,0,0,4.4,0,0
 24-34,0,0,0,0.68,0,0,2.12,2.14
 36-46,0,0,0,0,3.78,0,0,0
 60-70,7.91,8.8,0,0,0,0,0,0
 72-82,18.4,0.57,0,0,0,0,0,0
 84-94,10.91,0,0,0,0,0,0,0
 96-106,22.43,0.72,0,0,0,0,0,0
108-118,17.33,3.33,0.43,0,0,0,0,0
120,19.73,0,0,0,0,0,0,3.03
