stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,324.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0
  5-6,11.39,54.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.3,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,3.21,0,17.38,0,0,0,17.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.24,38.01,0,0,38.52,0,102.48,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,10.6,0,43.34,0,22.12,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.8,9.84,0,0,33.48,0,42.93,0,0,11.08,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.13,17.96,6.38,0,2,0,0,0,1.2,3.34,0.97,0,1.67,0,0,0,0,7.48,0.9,0,7.76,98.13,3.26,0,1.28,2.36,0,46.7,1.16,3.81,2.38,0,1.84,59,0,0,0,0,0
 24-34,0,0,0.66,0,13.22,0.6,0,18.75,0,3.75,1.42,5.01,0.71,4,0,6.49,0,0,11.95,6.49,41.92,1.32,0,15.65,607.66,0.64,21.27,1.72,0,0,92.31,0,0,4.77,7.55,3.26,177.37,0,0,35.51,0,0.78
 36-46,0,0,0,0.84,37.51,0,0,33.31,0,1.14,3.41,14.88,2.33,2.68,0,0,0.65,0,5.17,9.38,52.48,1.37,4.9,19.9,1416.66,0,12.7,3.01,0,0.97,123.79,0,0,2.49,0,0,325.16,0,0,6.01,0.78,2.16
 48-58,0,0,0,0,21.13,0,0,217.87,0,1.95,5.2,44.71,0.38,1.7,0,0,0.39,0.41,7.62,1.81,101.92,2.83,2.28,19.4,2030.84,1.21,9.23,2.44,0,0.47,111.08,0,0,1.26,0,0,400.27,0,0,13.14,0,7.81
 60-70,0,0,0.62,0,13.38,0,0,596.88,0,3.82,1.03,37.37,8.12,0.88,0,0,0.87,0.66,9.49,11.2,111.25,1.83,6.61,20.68,2290.37,5.04,26.43,11.07,0,1.44,97.73,0,0,2.08,0,0,330.76,3.57,1.53,4.61,2.04,7.14
 72-82,0,0,3.37,0,11.27,0,0,565.71,0,0,8.01,74.87,5.08,4.7,0,1.82,0.65,3.89,7.43,1.45,133.75,0,14.24,7.75,1645.46,0,17.04,13.62,0,1.43,42.58,0,0,3.33,0,0,174.32,3.38,5.78,7.93,4.42,11.48
 84-94,0,0,4.62,0,27.42,0,0,408.89,0,4.31,1.29,80.59,20.59,0.97,0.73,3.14,0.68,0,2.11,7.36,86.17,10.99,17.39,12.54,1275.95,0,9.88,5.38,0,3.32,145.21,0,0,9.12,0,0,118.63,3.95,5,13.32,5.72,37.74
 96-106,0,0,6.32,0,19.6,7.95,0,473.4,0,7.46,0,74.17,21.65,3.94,4.45,0.8,2.23,1.86,3.13,0,107.41,5.05,12.21,10.09,959.36,0.62,29.43,7.7,0,3.34,106.11,0,0,7.55,0,0,50.14,2.27,0.9,11.96,5.78,10.4
108-118,0,0,7.57,0,32.76,0.83,6.49,508.5,0,3.36,2.14,67.01,31.43,4.23,0,6.54,5.39,1.99,9.09,13.96,100.67,8.74,0.66,8.79,848.18,0,20.99,23.64,0,1.89,100.33,0,0,4.46,0,0,27.7,3.99,0.69,13.75,4.62,15.43
120,0,0,30.19,0,53.79,0,0,396.52,1.57,16.83,6.63,72.19,37.62,0,0,2.26,2.22,1.74,1.02,8.16,111.86,3.69,9.81,15.68,1378.46,0,24.86,7.35,0,0,64.7,0,0,8.18,0,0,39.46,0,16.88,11.47,0,4.69
