stage,erythrocytes,glial,mesenchyme,neural,pericytes,periderm,spinal.cord
  7-9,0,0,0,8.2,0,0,0
 10-12,0,0,0,13.1,0,0,0
 14-21,0,0,0,2.79,0,0,1.4
 24-34,0,0,0,3.51,0,0,1.16
 36-46,0,0,0,2.46,0,0,0
 48-58,0,0.42,0,13.21,0,1.24,0
 60-70,0,0,1.12,1.21,0,0,0
 72-82,0,0,0,3.62,0,0,0
 84-94,1.52,0,0,7.01,0,0,0
108-118,0,0,0,0,1.06,0,0
