stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,62.77,696.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.85,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.98,382.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.76,0,0,0,11.61,0,6.15,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.7,14.43,0,36.62,0,0,0,96.64,0,0,0,0,0,37.76,0,0,0,0,0,0,0,0,0,0,0,620.56,14.96,0,0,156,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.59,0,33.22,0,4.67,0,58.5,0,0,0,0,0,37.71,0,0,0,0,0,0,0,0,0,0,0,899.54,17.49,0,0,213.39,0,3.3,0,0,15.27,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.45,144.39,24.99,0,19.34,0,12.37,0,3.52,6.78,0,0.92,0,0,0,0,0,0,28.08,0,0,7.99,251.63,3.94,1.54,0,4.68,0,9.98,0,15.09,1.71,0,24.33,51.5,0,0,0,0,0
 24-34,0,0,0.9,0.61,38.41,14.14,0,43.24,0,30.65,2.12,8.25,0,0,0,0,4.13,0,0.6,0,1.39,13.63,0.69,0,16.53,269.84,2.94,0.87,4.57,0,0,49.65,0,0,1.35,0,4.02,52.12,0,0,7.74,0,11.58
 36-46,0,0,0,0,21.75,0,0,28.96,0,30.48,1.49,33.48,0,0,1.93,0,0.6,0,0,2.78,24.95,23.2,1.3,1.72,13.21,277.34,0.87,0,3.43,0,0,123.52,0,0,0.75,0,0,47.53,0,0,3.07,0,10.3
 48-58,0,0,0,0,8.3,0,0,52.29,0,31.45,2.2,32.21,0.41,0.57,1.35,1.5,6.7,0,0.51,9.38,5.84,50.3,0.48,3.65,15.83,156.18,0,0.48,0.81,0,0,31.74,0,0,0,0.39,0,42.27,0,0,5.02,0.5,9.89
 60-70,0,0,1.1,0,23.15,0,0,66.75,0,17.56,10.96,75.44,12.62,0,0,9.98,0,0,0,27.91,0,49.87,0,4.02,5.51,61.04,1.76,0,3.99,0,0,21.76,0,0,3.64,0,0,14.48,0,1.66,2.27,0,6.36
 72-82,0,0,0.68,0,11.98,1.08,0,29.88,0,18.92,7.66,110.15,12.75,0,1.37,1.17,1.19,1.09,1.77,61.89,0,75.91,6.07,17.94,5.82,72.02,0,0.49,2.28,0,0,10.17,0,0,8.04,0,0,7.95,0.87,3.88,11.76,1.73,8.23
 84-94,0,0,1.55,0,10.55,5.23,2.4,42.1,0,9.73,1.14,82.71,21.62,1.57,0,5.99,0.56,1.13,3.62,146.27,0,70.9,1.18,3.2,18.99,40.68,0.98,4.06,2.61,0,0,28.32,0,0,0.87,0,0,2.02,1.34,0.68,4.51,4.43,1.33
 96-106,0,0,0,0,7.44,11.32,0.8,30.62,0.64,20.35,3.54,80.46,13.42,0,0.95,8.64,7.32,5.14,2.27,128.29,0,51.21,2.07,3.44,3.37,84.46,0,5.23,0,0,0,18.73,0,0,1.94,0,0,6.98,0,0.9,2.58,3.18,0
108-118,0,0,4.9,0,21.25,1.59,0.9,23.02,1.02,8.79,1.36,85.17,27.28,0,0.86,9.21,5.13,4.12,0,153.35,0,41.07,1.3,0,1.63,83.27,0.56,1.55,4.03,0,0.97,12.63,0,0,1.62,0.55,0,0,0.68,1.81,4.83,3.14,0
120,0,0,4.32,0,21.67,1.99,1.03,20.51,0,2.98,0,61.54,37.8,0,0,9.85,0,4.53,0,66.64,0,36.47,1.47,0,4.73,47.5,0,0,19.95,0,0,4.19,0,0,0,0,0,0,0,0,2.3,0,2.85
