stage,epidermis,eye,fin_epithelia,immune,ionocyte,iridophores,mesenchyme,neural,otic,periderm,spinal_cord,vasculature,visceral_smooth_muscle
 24-34,0,0,0,0,0,0,0,0.95,0,0,0.61,1.32,0
 36-46,0,0,0,0,0,0,0,5.68,0,0,0.65,0,0
 48-58,0,0.53,5.54,0,0,0,0,6.67,0,0.99,0.44,0,0
 60-70,0,0,0.73,0,0,0,0,3.3,0,2.92,0,0,0
 72-82,0,0,0,0,0,0,0,1.34,0,1.4,0,0,1.26
 84-94,0.86,0,0,0,0,0,1.8,0,0,1.57,0,0,0
 96-106,1.58,0,0,0.7,1.23,0,0,3.74,0,9.72,0,0,0
108-118,0,0,0,0,0,0.79,0,0.67,0.87,0,0,0,0
120,6.63,0,0,0,0,0,0,0,0,1.89,0,0,0
