stage,blastomeres,eye,glial,ionocyte,mesenchyme,neural,paraxial_mesoderm,spinal_cord
  3-4,45.14,0,0,0,0,0,0,0
  5-6,6.06,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,7.13,0
 24-34,0,0,0,0,0,8.99,0,3.26
 36-46,0,0,0,0,0,16.15,0,1.85
 48-58,0,6.66,0.5,0,0,15.21,0,0
 60-70,0,2.5,0,0,0,17.39,0,6.72
 72-82,0,0.81,0,0,0,13.26,0,0
 84-94,0,3.2,0,0,1.65,15.46,0,0
 96-106,0,6.2,0,0.97,0,15.19,0,0
108-118,0,7.29,0.74,0,0,12.55,0,1.58
120,0,0,5.66,0,0,55.91,0,0
