stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,222.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,384.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.31,0,0,0,0,0,6.97,0,0,0,0,0,0,0,0,0,0
  7-9,18.12,0,20.67,0,0,0,55.75,0,0,0,0,0,5.01,0,0,0,0,0,0,0,0,0,0,0,611.75,12.65,0,0,169.32,0,3.53,0,0,0,0,0,0,0,0,0,0
 10-12,74.71,0,22.89,0,0,0,73.38,0,0,0,0,0,41.81,0,0,0,0,0,0,0,0,0,0,0,774.29,5.45,0,0,148.04,0,4.05,0,16.28,0,0,0,0,0,0,0,0
 14-21,0,0,0,17.76,1.89,0,10.33,0,0,0,2.04,0,0,2.46,0,1.11,0,0,0,0,6.24,0,0,6.55,103.69,5.04,0,0,0,0,17.56,11.71,3.87,0,27.78,27.5,0,0,2.13,0,0
 24-34,0,0.8,1.29,9.18,1.79,0,16.19,0,0,0.68,0.72,0,0,1.22,0,0.63,0,2.54,1.04,0,23.41,2.28,0,10.5,192.07,1.56,2.39,1.83,0,0,58.5,0,7.47,0.87,6.44,38.04,0,0,9.2,0,0
 36-46,0,0,0,16.1,0,0,35.71,3.78,0.69,2,8.29,0,0,0.75,1.52,1.63,0,3.76,7.2,3.78,34.18,0.87,2.96,8.5,198.36,2.24,5.87,2.21,0,0.97,68.11,0,1.39,4.45,0,38.43,0,0,2.84,0,4.32
 48-58,0,0.54,0,10.83,0.43,0,67.59,2.99,10.02,1.68,32.29,1.5,0,1.96,0.58,1.04,0.4,0.94,2.9,0,38.97,0,4.07,6.13,212.5,1.22,4.34,2.37,0,0,37.81,0,4.82,3.2,0,53.85,0,0,1.94,0,17.81
 60-70,0,0,0,17.77,0,0,73.36,5.77,4.18,3.24,54.48,0.83,0,0,16.02,0,0,0,3.53,0,33.41,2.47,0.66,5.75,106.04,0,1.43,0.94,0.81,0,25.49,0,6.96,1.29,0,22.92,0,2.97,2.23,0,2.69
 72-82,0,0.98,0,4.29,3.32,0,77.46,0,0.78,4.91,40.08,5.66,0,0,0.49,0,0,1.66,0.78,1.79,51.63,0,1.89,10.9,138.48,0.51,3.61,0.53,0,0.77,8.59,0,2.06,0,0,14.24,0,1.19,17.86,1.88,5.03
 84-94,0,0,0,4.65,3.3,2.07,55.47,1.38,1.22,1.1,44.05,4.45,0,8.44,8.95,3.98,3.73,1.05,0.57,0,31.84,1.81,7.69,5.54,100.51,0.61,2.14,5.61,0,0,25.23,0,1.35,0.61,0,16.08,2.87,0,4.83,2.92,6.99
 96-106,0,2.28,0,9,0,3.01,38.74,0,0.6,1.11,49.59,3.49,0,0.68,6.01,0.71,0.67,0,10.01,0,41.15,2.07,8.29,6.07,86.58,0.57,2.46,1.46,0,5.69,20.31,0,0.62,0,0,5.46,0.81,0.58,7.65,0,10.74
108-118,0,0,0,7.44,4.4,5.13,51.64,1.06,2.16,1.4,33.83,10.28,0,4.49,0.58,3.53,2.76,1.68,1.13,2.56,25.23,1.59,0.65,8.35,100.47,0.86,0,4.73,0,0,18.81,0,1.97,1.47,0,4.66,1.56,5.97,9.42,3.92,0
120,0,0,0,43.53,1,0,40.16,0,0,0,75.14,10.53,0,0,0,2.56,4.97,0,7.08,0,26.42,0,0,6.81,96.37,0,7.99,1.05,0,2.03,20.01,0,2.81,1.52,0,1.7,0,1.52,4.1,0,0
