stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.96,1108.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,16.65,470.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,24.27,19.97,12.52,0,0,0,28.53,0,0,0,0,0,15.19,0,0,0,0,0,0,0,0,0,0,0,496.04,12.13,0,0,84.45,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,8.6,13.75,0,0,0,46.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.93,9.3,0,0,105.99,0,0,11.24,0,11.11,0,8.15,0,0,0,0,0,0
 14-21,0,0,0,17.87,2.4,0,4.85,0,0,0,5.37,2.23,0,0,0,0,0,0,0,0.86,6.36,0,0,3.17,52.36,1.65,0,0.83,1.03,0,2.73,0,3.23,1.05,0,13.44,9.51,0,0,2.17,0,0
 24-34,0,0,0.65,13.82,0.81,0,10.85,0,1.41,0,4.64,0,0,0,0.62,0,0,0,0,0,34.14,0.71,0,8.2,148.23,2.34,0.69,1.63,0,0,16.58,0,0,4.6,10.5,3.47,37.16,0,0,3.51,0,1.81
 36-46,0,0,0,4.46,0,0,11.25,0,0,0.85,11.59,0,0,0,0,0,0,0,0,0,15.36,0,0,5.98,73.64,0.56,0,6.34,0,0,11.61,0,0,0,0,0,15.3,0,0,1.35,0,0
 48-58,0,0,0,10.7,0,0,18.56,0,0,0.37,24.01,0.49,0,0.58,0,6.17,0,0,0,0,25.82,0.46,1.17,5.52,37.66,0.45,0,1.39,0,0,17.18,0,0,0.45,0,0,10.78,0,0.61,3.05,0,1.32
 60-70,0,0,0,9.11,0.7,0,4.45,0,0,0,5.23,0,0,1.47,0,0,3.4,1.13,1.32,0,20.06,0,3.1,2.52,14.42,0,0,0,0,0.66,19.03,0,0,0,0,0,3.81,0,1.39,1.42,0,4.76
 72-82,0,0,0,3.74,1.9,0,16.56,0,0,3.59,26.57,2.48,0,0,2.44,0.62,0,0,0,0,65.44,0,1.71,5.02,7.35,0,0.53,2.4,0,2.24,13.72,0,0,0,0,0,0.8,0,1.34,9.86,2.25,2.39
 84-94,0,0,0,7.35,5.06,0,17.55,0,1.67,0,13.86,0.57,0,0,3.27,1.87,0,1.88,1.48,1.28,62.44,0,5.09,1.76,5.3,1.34,0,1,0,1.31,42.89,0,0,0,0,0,2.25,0,0,6.26,0,0
 96-106,0,0,0,7.22,21.42,0,14.82,0,9.05,2.3,29.54,4.36,0,0.73,2.88,2.95,0.57,1.64,12.51,1.36,55.02,2.49,3.09,5.18,26.27,0.58,0,2.35,0,1.6,39.3,0,0,0,0,0,7.03,0.61,0,9.92,0.64,12.7
108-118,0,0,0,12.13,17.87,0.45,10.21,0.46,1.03,1.03,21.77,8.53,0,2.01,3.02,1.44,5.95,0,0.49,1.68,66.67,0.7,1.08,5.54,17.21,2.99,0.72,4.28,0,0,22.1,0,0,0,0,0,2.55,0,1.16,3.39,0.72,13.82
120,0,0,0,31.07,0,0,4.37,0,0,4.29,21.84,7.09,0,0,2.77,0,0,5.46,0,0,64.45,1.56,0,4.13,3.02,0,0,0,0,0,41.06,0,0,0,0,0,0,0,0,1.35,6.92,0
