stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,748.32,12511.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.22,0,0,0,0,0,0,0,0,0,0,0
  5-6,1146.02,10487.48,0,32.12,0,0,0,0,0,0,0,0,0,126.41,0,0,0,0,0,0,0,0,0,0,0,345.53,98.37,0,0,53.08,0,141.48,0,0,0,0,0,0,0,0,0,0,0
  7-9,247.66,132.89,0,260.62,0,0,0,509.39,0,0,0,0,0,235.26,0,0,0,0,0,0,0,0,0,0,0,4918.83,242.39,0,0,1439.11,0,0,106.08,0,0,0,0,0,0,0,0,0,0
 10-12,3.8,271.82,0,374.07,0,63.45,0,416.04,0,0,0,0,0,66.63,0,0,0,0,0,0,0,0,0,0,0,5749.41,319.38,0,0,1717.02,0,6.2,22.4,9.53,237.34,0,27.41,0,0,0,0,0,0
 14-21,0,0,3.49,8.83,196.42,186.73,0,27.12,0,6.27,0,8.61,3.79,0,15.07,0,7.77,0,0,0,0,64.47,0,0,49.03,611.53,23.02,2.14,5.93,5.74,0,0,6.13,74.31,5.53,4.28,71.8,171.04,0,0,159.79,0,2.16
 24-34,0,0,3.56,0.77,96.25,29.59,0,74.27,0.9,5.78,3.82,33.68,1.66,0,23.74,11.73,8.77,0,7.99,2.55,4.19,129.93,1.09,0,44.32,1373.66,4.91,11.3,6.01,0,0,12.76,0,0.95,6.46,1.57,10.92,222.13,0,0,518.85,0,15.24
 36-46,0,0,0,0,61.14,8.89,0,400.37,0,14.93,7.37,104.64,0,0,13.81,18.5,3.57,1.11,4.6,12.88,1.47,170.29,4.08,0.6,46.07,2320.73,1.7,20.44,9.87,0,0,9.1,0,0,6.82,0,0,464.95,0,0,262.81,0,15.7
 48-58,0,0,0,0,18.95,20.1,0,659.67,4.62,14.1,21.99,201.31,0.45,0.97,22.44,17.53,0.46,7.95,1.7,2.56,19.89,231.71,0.4,4.22,47.57,1892.51,6.3,5.81,6.29,0,2.19,2.2,0,0,5.68,4.08,0,333.15,0,4.8,140.52,0,35.26
 60-70,0,0,0.86,0,32.02,10.25,0,1008.36,1.9,14.73,18.67,264.86,2.72,0,41.2,7.73,11.88,7.71,2.19,3.58,3.84,345.3,0.85,11.12,36.54,2059.96,2.27,11.54,6.01,0,11.72,12.9,0,0,0.67,3.27,0,287.11,1.22,21.61,130.42,4.98,55.56
 72-82,0,0,0,0,45.85,38.57,0.9,670.13,2.36,11.81,10.87,344.67,13.81,0,23.01,11.72,0.61,10.07,3.18,13.06,4.76,418.2,13.2,36.12,37.82,1466.55,0,6.51,8.81,0,28.59,4.47,0,0,1,2.03,0,113.21,1.12,17.65,250.25,17.29,13.88
 84-94,0,0,8.05,0,77.67,49.53,2.53,489.5,7.04,18.81,27.21,315.46,10.64,0,27.67,23.33,5.51,15.66,7.07,4.07,6.56,466.87,6.68,57.86,33.06,1075.79,0,9.48,6.69,0,3.91,23.22,0,0,5.18,0.66,0,106.79,0.85,23.14,261.71,25.62,21.24
 96-106,0,0,2.89,0,49.8,59.17,0,404.67,5.17,4.76,15.43,222.8,12.81,0,19.44,20.26,3.39,2.99,0.74,15.74,0,223,2.46,17.16,19.26,769.24,0.79,6.1,9.33,0,9.27,6.75,0,0,1.89,0,0,45.43,3.57,17.99,244.71,11.69,23.94
108-118,0,0,0.79,0.57,57.55,28.36,1.19,431.47,3.29,22.76,8.92,283.01,13.48,0,25.94,42.46,6.8,8.14,3.83,9.31,2.05,204.25,3.08,34.84,33.53,1114.3,0.56,15.27,8.63,0,35.43,3.98,0,0,1.04,0.46,0,31.71,2.61,12.27,199.8,12.44,8.62
120,0,0,6.35,0,57.62,59.42,13,338.54,9.37,16.21,6.99,309.48,9.43,0,3.15,62.62,0,1.91,7.05,0,9.24,229.69,1.65,66.16,13.11,1222.38,0,2.3,4.64,0,39.38,3.74,0,0,0,0,0,21.07,1.37,8.3,280.04,8.29,0
