stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,134.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.3,0,0,0,0,0,0,0,0,0,0,0
  5-6,15.67,118.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28,327.62,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,10.5,0,6.57,0,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,0,0,0,48.81,24.21,0,0,83.8,80.83,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,9.96,0,0,0,0,0,21.44,0,0,0,0,0,0,0,0,0,0,0,174.43,32.67,0,0,132.06,42.94,5.47,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,2.37,0.92,0,2.29,0,0.82,0,1.18,0,2.34,0,0,6.77,0,0,0,0,1.04,0.86,0,0,78.14,0,0,4.03,0,264.66,2.02,3.13,4.76,0,5.91,37.94,0,0,0,0,0
 24-34,0,0,2.79,0.76,9.92,0,0,43.01,0,1.43,0,19.18,1.3,1.09,0,7.75,42.69,0,1.93,1.16,6.91,4.93,11.37,0,1.27,598.16,0.86,13.71,9.4,0,879.66,0,0,40.46,0.76,3.63,134.82,0,0,2.85,0,3.17
 36-46,0,0,0,0.63,2.83,0,0,96.87,3.59,10.86,0,41.92,1.15,8.27,3.19,31.93,32.02,0,2.49,0,7.54,0,28.13,0,6.48,657.53,0.56,24.93,7.25,0,1061.4,0,0,42.44,0,0,149.64,0,0,1.49,0,8.42
 48-58,0,0,0.54,0.43,27.08,0,0,216.49,3.34,2.63,0,74.57,1.29,11.49,0,9.23,11.43,0.39,0.41,0,14.64,15.11,18.2,0,1.38,804.09,4.34,21,20,0,681.28,0,0,13.76,1.87,0,158.92,0,0,1.54,0,18.01
 60-70,0,0,0,0,18.36,0,0,331.57,0,12.13,1.67,77.09,1.44,12.53,0,16.97,21.88,0,10.63,0,8.2,14.62,6.6,0,1.72,588.96,0,16.11,23.32,0,587.67,0,0,14.72,0,0,108.77,0.84,0,0,0,8.75
 72-82,0,0,0,0,37.01,3.5,0,329.34,0,6.03,0,81.7,4.88,2.77,0,7.78,24.38,1.44,19.7,4.85,0.99,23.78,20.01,0,3.56,539.94,0,23.19,33.56,0,378.41,0,0,12.15,0.79,0,58.27,5.44,0,2.57,0,1.76
 84-94,0,0,0,0,52.22,9.19,0,263.64,0,14.16,0,66.12,13.07,8.12,0,29.61,23.21,1.31,13,2.06,6.69,17.17,24.61,0.95,1,422.5,0,22.12,30.64,0,855,0,0,25.22,0,0,62.47,7.22,2.12,4.07,0.63,0
 96-106,0,0,0.81,0,84.99,30.37,0.89,248.42,0,5.64,3.65,85.63,16.19,0,0.58,21.32,35.73,0,47.49,1.98,10.29,18.2,21.98,0,1.66,461.18,0,41.48,20.96,0,657.49,0,0,28.91,0,0,16.24,29.44,3.59,11.1,0,17.38
108-118,0,0,0,0,71.38,7.17,3.75,207.34,0.54,10.62,0,78.66,21.26,0,0,23.48,39.59,1.46,31.77,3.32,17.15,11.21,15.39,0,0.48,371.7,0,23.04,43.49,0,532.48,0,0,25.51,0.43,0,22.66,70.78,2.74,0,1.61,6.89
120,0,0,3.99,0,100.26,9.49,0,265.76,1.14,24.78,0,105.67,16.4,0,0,24.87,29.88,11.68,41.37,4.02,3.41,29.31,24.04,7.63,2.99,657.78,2.85,47.52,65.86,0,349.54,0,0,31.23,0,0,16.89,32.3,0,6.14,0,8.33
