stage,erythrocytes,eye,immune,mesenchyme,neural,spinal_cord,visceral_smooth_muscle
 24-34,0,0,1.54,0,0.75,0,0
 36-46,0,0,1.51,0,0,0,0
 48-58,0,0.58,16.8,0,0.77,1.1,0
 60-70,0,0,24.8,0,1.82,0,0
 72-82,0,0,62.02,0.97,0,0,0
 84-94,0,0,57.7,0,0,0,0
 96-106,0,1.67,88.39,0,0.81,0,2.77
108-118,1.08,0,45.76,0,0.86,0,0
120,0,0,77.39,0,0,0,0
