stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,47.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.51,395.97,0,0,0,0,0,0,0,0,0,0,0,14.89,0,0,0,0,0,0,0,0,0,0,0,31.23,0,0,0,0,0,6.92,0,0,0,0,0,0,0,0,0,0
  7-9,9.48,39.84,0,21.33,0,0,0,505.46,0,0,0,0,0,10.99,0,0,0,0,0,0,0,0,0,0,0,1339.01,3.21,0,0,24.8,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,20.87,0,18.97,0,0,0,569.52,0,0,0,0,0,6.38,0,0,0,0,0,0,0,0,0,0,0,2283.11,12.59,0,0,75.87,0,0,0,6.51,0,0,0,0,0,0,0,0
 14-21,0,0,3.2,10.26,281.85,1.01,0,1081.21,0,0,0,5.24,3.29,0,0.82,0,7.42,0,0,0,0,11.66,0,0,5.38,2435.26,0,13.13,3.3,0,0,9.62,4.23,6.73,0,3.1,20.41,0,0,0,0,0
 24-34,0,0,0,0,44.27,0,0,629.04,0,0,0,5.95,1.15,0,0,0,21.18,0,0,0,0,5.44,2.78,0,1.27,2204.16,0.7,41.88,1.09,0,0,12.75,0.97,0,0,2.48,31.19,0,0,12.42,0,0
 36-46,0,0,0,0,13.84,0,0,1468.63,0,0,0,56.23,0,0,0,0,3.51,0,0,0,0,12.89,0,0,0.93,2278.54,0,27.85,0,0,0,3.51,0,0,0,0,37.85,0,0,28.45,0,0
 48-58,0,0,0,0,12.12,0,0,2106.33,0,0,0,58.45,0,0,1.12,0,9.04,4.44,0,0,5.21,23.5,0,0.74,3.21,2116.22,0,14.96,0,0,0,7.13,0,0,0,0,37.12,0,0,46.9,0,2.45
 60-70,0,0,0,0,7.33,0,0,2414.34,0,0,0,109.89,0,0,0.9,0,0,6.06,0,0,8.49,13.38,0.85,0,0,1816.5,0,16.27,7.7,0,0,6.49,0,1.1,0,0,29.16,0,0.71,32.3,0,4.21
 72-82,0,0,0,0,11.45,10.56,0,2756.76,4.88,0,1.3,148.3,1.67,0,0,2.95,3.18,6,0,4.47,0,33.79,0,4.55,1.19,1859.96,0,17.97,0,0,0,6.94,0,1.02,0,0,18.57,2.98,2.32,94.9,0,29.47
 84-94,0,0,0,0,43.56,3.88,0,2198.79,0,0.62,0,152.98,0,0,0,0.97,0,2.42,1.61,0,6.7,31.95,4.31,0,1.51,1545.97,0,33.99,1.29,0,0,2.3,0,0,0,0,6.97,0,2.25,100.53,2.1,11.19
 96-106,0,0,0,0,15.95,11.82,1.14,2425.89,0,0,0,231.45,0.56,0,0,0,2.93,10.06,0,0.93,0,33.46,0,1.1,1.81,1289.68,2.88,47.01,0.56,0,1.61,10.53,0,0.69,7.97,0,6.5,0,0,111.88,2.9,10.46
108-118,0,0,0,0,36.91,5.94,0,2349.98,0,0.89,12.35,231.4,0,0,0,0,2.85,0.59,0,2.23,0,11.66,1.57,0,1.54,1625.4,0,56.94,0,0,0,7.73,0,0.73,0,0,4.37,1.43,0,81.85,4.88,1.78
120,0,0,0,0,47.87,0,1.09,1872.98,0,6.07,0,270.05,0,0,0,0,1.63,0,0,3.84,0,15.31,0,0,0,2374.75,1.33,36.86,4.8,0,0,11.15,0,0,0,0,35.66,0,0,137.02,0,0
