stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,53.49,543.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.38,0,0,0,0,0,0,0,0,0,0
  5-6,13.76,300.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,9.2,0,0,7.19,0,5.98,17.53,0,0,0,0,0,6.31,0,0,0,0,0,0,0,0,0,0,0,60.18,3.34,0,0,39.13,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,39.44,0,4.95,9.37,0,0,0,0,0,9.92,0,0,0,0,0,0,0,0,0,0,0,183.31,8.4,0,0,29.21,0,0,0,0,0,5.88,0,0,0,0,0,0
 14-21,0,0,0,0,18.17,9.27,2.83,0,0,0,4.41,0,0,0,0,3.18,0,0,0,0,4.5,0,0,2.2,59.22,1.89,6.26,4.58,0.92,0,0,0,2.97,0.86,13.6,10.64,0,0,2.52,0,0
 24-34,0,0,1.1,0,5.66,0,7.73,0,0,4.47,4.34,0,0,0.89,0.8,2.11,0,0.85,0,0.62,26.3,0,0,14.53,113.14,0,13.3,0.64,0,0,7.31,0,0,1.4,3.03,22.18,0,0,22.87,0,0
 36-46,0,0,0,0,3.53,0,5.4,1.82,0,3.32,10.72,0,0,0,8.26,4.73,0,3.07,0,0,25.95,1.68,0.95,12.18,190.72,0,4.25,1.22,0,0,28.14,0,0,1.6,0,18.24,0,0.85,9.45,0,0
 48-58,0,0,0,0,2.62,0,20.33,0,0.8,16.94,8.2,0,0,4.69,2.71,1.92,0.62,0,0,0,22.65,0,0.39,3.88,155.41,0,1.39,0.59,0,0,15.29,0,0,1.55,0,35.8,0,0,21.82,0,0
 60-70,0,0,0,0,12.57,0,28.8,0,0,2.4,16.95,0,0,4.09,1.63,0,0.6,1.22,0,0,23.35,0,3.06,7.62,158.16,0,5.25,2.16,0,0,20.61,0,0,0.58,0,30.16,0,1.03,13.9,0,0
 72-82,0,0,0.53,0,10.5,0,28.83,0,0,4.99,15.16,0,0,10.52,11.28,0,2.06,4.8,0,0,61.72,0,2.81,4.78,161.26,0,9.54,1.64,0,0,2.92,1.65,0,0.64,0,38.07,0,1.77,30.83,2.1,0
 84-94,0,0,0,0,9.84,13.22,24.85,0,2.46,0.87,10.59,1.45,0,0,12.87,0,4.61,1.68,0,0,21.57,0,4.5,7.64,115.16,0,2.95,0.88,0,0,27.85,0,0,2.39,0,3.64,1.03,1.32,56.43,1.79,0
 96-106,0,0,0,0,10.31,12.7,5.63,0,0,2.11,0,4.15,0,0.96,36.23,0.94,31.26,14.86,0,0,43.05,1.89,9.1,4.93,157.8,0.64,8.45,1.77,0,4.9,17.44,0,0,2.22,0,12.3,0.58,2.71,26.88,1.32,0
108-118,0,0,0,0,16.21,0,22.11,0,2.87,3.09,9.59,2.99,0,1.62,32.13,0.45,9.43,7.54,6.47,0,55.15,0,4.46,1.91,106.35,0,3.36,1.02,0,0,18.47,0,0,0.44,0,4.54,0,0,36.66,1.57,1.25
120,0,0,0,0,20.53,1.38,0,0,0,1.85,6.54,4.34,0,0,36.67,0,0,1.77,0,0,43.72,0,16.66,2.53,201.91,0,4.33,0,0,0,6.44,0,0,0,0,22.97,0,2.55,16.04,0,0
