stage,endocrine_pancreas,epidermis,eye,gut,liver,mesenchyme,neural,otic,somites,spinal_cord
 14-21,0,0,0,0,0,0,0.93,0,0.89,1.12
 24-34,0,0.97,0.71,0,3.58,0,4.14,0,0,0.69
 36-46,0,0,0,0,0,0,10.13,0,0,4.19
 48-58,0,0,3.7,0,0,0,7.07,1.67,0,1.03
 60-70,0,4.64,0,0,0,1.49,2.22,0,0,0
 72-82,0,0,0.51,0,0,0,10.42,0,0,6.59
 84-94,0,0,17.37,0,0,0,0.67,0,0,0
 96-106,1.38,0.8,1.02,0.66,0,0.89,1.71,0,0,0
108-118,0,0,1.52,0,0,0.96,1.5,0,0,0
120,0,0,5.5,0,0,0,0,0,0,0
