stage,erythrocytes,eye,fin.epithelia,glial,ionocyte,mesenchyme,muscle,neural,olfactory,periderm,taste
 14-21,0,0,0,0,0,0,0,1.15,0,0,0
 24-34,0,0,0,0,0,0,1.62,1.59,165.36,0.61,0
 36-46,0,0.69,0,0,0,0,0,0,27.43,16.54,0
 48-58,0,0,0,0,0,0,0,0.67,54.07,0.39,0
 60-70,0,0,0,3.55,0,0,0,0,0,1.46,0
 72-82,0,0,0,0,0,0,0,0,55.14,0,0
 84-94,0,0,0,0.68,0,0.81,0,0,19.51,0,0
 96-106,6.41,0,0,0,0,1.15,0,4.35,72.36,0,0
108-118,0,0,0,5.23,0.6,0,0,0,84.22,0,1
120,0,0,1.05,0,0,0,0,0,29.11,0,0
