stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,145.02,2599.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.83,0,0,0,0,0,0,0,0,0,0,0
  5-6,405.29,6281.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.4,11.17,0,0,65.54,0,87.79,0,0,0,0,0,0,0,0,0,0,0
  7-9,74.14,129.73,0,99.41,0,0,239.62,0,0,0,0,0,80.19,0,0,0,0,0,0,0,0,0,0,0,2878.46,96.45,0,0,697.03,0,7.91,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,27.57,0,43.6,0,0,149.62,0,0,0,0,0,17.92,0,0,0,0,0,0,0,0,0,0,0,1110.67,21.15,0,0,384.52,0,0,5.33,0,62.49,0,0,4.33,0,0,0,0,0
 14-21,2.31,0,0,4.02,17.21,3.29,21.98,0,0.82,0,4.17,0.85,0,0,0,1.86,0,0,0,0,23.97,0,0,12.16,308.91,8.23,0,4.25,1.75,0,1.82,0,33.83,3.19,1.32,21.25,96.28,0,0,5.92,0,0
 24-34,0,0,0,2.74,6.99,0.81,34.28,0,0.8,1.36,5.08,0,0,3.32,0,2.17,1.45,0.7,2.88,2.65,31.52,0,0,9.69,401.13,1.43,6.2,2.13,0,0,14.42,0,0,1.39,0,6.51,63.96,0,0,2.81,0,0
 36-46,0,0,0,0,8.71,0,62.73,0,6.92,1.29,18.11,0,0,0.87,0,0,0,0,0,0,36.78,0.59,2.57,9.45,285.04,4.23,0.64,1.44,0,0,14.15,0,1.82,0,1.91,0,83.59,0,0,6.67,0,0
 48-58,0,0,0,0,5.2,0,92.37,0,1.11,1.28,28.55,0,0,0.83,5.2,0,0.41,0,0,4.07,46.87,0.41,0.63,10.43,189.84,0,1.18,5.24,0,0,9.81,0,0,0,0,0,44.13,0,0.37,2.3,0,5.39
 60-70,0,0,4.68,0,0,0.68,84.95,0,0,0,37.04,5.53,0,0.58,1.88,0,0,0,1.19,0,57.19,2.07,0.81,3.75,198.56,0,0,0.58,0,0,10.41,0,0,0,0,0,26.72,0,0,5.04,0,0.97
 72-82,0,0,0,0,5.11,0,64.1,0,0,3.49,26.8,2.66,0,0,1.42,0.93,1.03,3.29,0.96,0,55.56,1.11,0.74,7.35,132.65,1.26,1.39,2.31,0,1.97,2.93,0,0,0,0,0,16.25,0,2.51,1.87,0.71,0
 84-94,0,0,1.04,0,9.44,0.68,84.26,0,0.68,1.05,18.39,2.68,0,0,1.77,1.53,0,0,0.61,0,65.79,0,4.1,2.13,105.11,0,0,1.31,0,0,14.76,0,0,0,0,0,8.91,0,1.13,6.31,0.81,0.69
 96-106,0,0,0.87,0,3.37,6.61,33.81,0.71,0,0,19.73,2.73,0,0.86,0,2.64,0,1.41,0.99,0,41.82,0,1.67,6.03,75.64,0.64,0.96,8.01,0,2.52,11.93,0,0,0,0,0,2.53,0,0.77,6.59,1.15,0
108-118,0,0,0.76,0,11.23,0,46.63,0,1.45,1.81,27.82,2.99,0,0.9,1.82,0,0.94,4.05,2.77,0.64,33.68,0,1.28,8.46,109.16,0.67,1.19,1.71,0,0,7.33,0,0,0,0,0,3.67,0.86,1.53,6.23,1.28,1.15
120,0,0,0,0,3.3,1.89,61.2,0,5.62,0,41.17,0,0,0,2.34,3.48,2.6,10.6,0,0,45.13,0,14.71,8.62,176.86,0,10.9,10.08,0,0,6.92,0,0,0,0,0,12.63,0,10.63,9.45,0,0
