stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,38.7,38.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.62,300.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.21,8.81,0,8.34,0,0,40.85,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,201.58,30.65,0,0,71.96,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,10.85,0,0,30.28,0,0,0,0,0,10.26,0,0,0,0,0,0,0,0,0,0,3.87,364.39,35.52,0,0,119.83,0,0,0,17.86,0,0,0,0,0,0,0,0
 14-21,0,0,0,2.63,33.91,1.32,5.3,0,0,0,9.75,3.55,0,0.89,0,2.22,0,0,0,0,6.8,0,0,5.46,137.74,3.19,0.98,1.83,3.23,0,0,17.96,0,0,12.45,56.01,0,0,1.22,0,0
 24-34,0,0,0.6,2.23,9.99,0,13.69,0,0,0,4.56,0,0.66,3.36,0,1.72,0,0.63,2.02,0,29.69,0.66,0,10.84,308.23,1.22,2.17,0.71,0,0,12.07,0,0,0,4.24,85.49,0,0,12.66,0,1.72
 36-46,0,0,0,0,7.17,0.58,21.87,0,4.13,2.59,17.4,0,0,3.56,0,0.81,0,0.61,0.66,2.98,27.69,0,0.77,10.21,404.59,13.83,3.3,1.83,0,0,17.55,0,1.04,0,0,93.72,0,0,11.22,0,0
 48-58,0,0,0.93,0,1.81,0,98.64,0,1.83,0.43,39.33,0,0.57,0,3.62,0.38,0.39,0,6.39,1.11,41.57,0.41,0.56,8.14,406.52,0,3.62,5.34,0,0,13.68,0,6.84,0,0,89.09,0,0,2.58,0,0
 60-70,0,0,0,0,7.1,1.27,168.05,0,2.49,2.52,28.58,0.72,0,0.6,0,0,0,0,0,7.13,49.82,3.16,1.82,0.93,424.42,0,5.31,4.77,0,1.65,2.81,0,2.3,2.71,0,88.65,0.61,0,2.47,3.47,0
 72-82,0,0,0,0,4.6,2.04,151.03,0,6.32,0,24.6,1.76,0,0,7.3,2.98,0,1.92,0,0,82.34,0,3.57,5.45,338.16,0,4.07,4.08,0,2.75,10.79,0,1.58,0,0,47.14,1.01,0.94,7.16,2.06,11.7
 84-94,0,0,0,0,7.3,9.29,73.19,0,0.74,3.29,8.97,3.42,0,2.23,3.24,3.56,2.01,0,2.4,3.68,51.49,0,4.41,7.09,220.3,2.16,10.26,12.51,0,0,7.43,0,0,0.62,0,16.56,0,3.82,14.7,1.52,1.53
 96-106,0,0,0,0,8.86,10.32,71.35,0.57,0.86,0,28.33,6.66,0,4.12,2.28,0,2.23,0.66,5.87,1.42,48.84,0,1.88,4.67,153.5,0,4.98,18.51,0,2.84,5.82,0,0,0,0,28.01,0,0,10.82,5.21,6.8
108-118,0,0,0,0,15.49,2.43,84.47,0.64,3.69,5.79,29.71,12.01,0,0,3.61,1.35,8.34,0,2.3,2.8,74.86,3.01,4.39,6.7,222.96,0,3.34,13.44,0,0,10.73,0,0.42,4.06,0,3.52,1.49,0,8.96,0.83,0.96
120,0,0,0,0,22.99,0,69.31,3.23,5.93,4.03,81.85,19.57,0,0,20.72,11.71,0,0,4.33,0,119.29,0,2.13,0,399.11,0,5.76,48.12,0,0,13.81,0,0,0,0,27.78,0,0,15.89,1.43,0
