stage,blastomeres,epidermis,eye,glial,lateral_line,mesenchyme,neural,spinal_cord
  3-4,44.05,0,0,0,0,0,0,0
  5-6,7.09,0,0,0,0,0,0,0
 48-58,0,0,0,0,0,0,0.62,1.6
 72-82,0,2.57,0.99,0,0,1.15,0,0
 84-94,0,0,14.75,0,0,0,0,0
108-118,0,0,19.78,1.39,0,0,3.54,0
120,0,0,2.39,0,1.74,0,0,0
