stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,986.4,18607.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970.35,0,0,0,0,0,0,0,0,0,0,0
  5-6,852.49,7347.97,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.21,21.59,0,0,16,0,855.63,0,0,0,0,0,0,0,0,0,0,0
  7-9,101.28,45.4,0,19.54,0,0,0,99.15,0,0,0,0,0,83.08,0,0,0,0,0,0,0,0,0,0,0,989.15,190.44,0,0,373.52,0,151.89,47.37,0,0,0,0,0,0,0,0,0,0
 10-12,0,58.87,0,127.84,0,54.45,0,108.79,0,0,0,0,0,85.1,0,0,0,0,0,0,0,0,0,0,0,2192.51,104.96,0,0,422.76,0,71.54,3.03,0,57.65,0,14.87,4.33,0,0,0,0,0
 14-21,0,0,4.67,17.22,306.77,30.75,0,34.28,0,0.95,0,27.76,18.63,3.49,7.17,5.24,13.63,0,0,0,3.75,66.33,1.94,0,22.54,466.71,20.46,10.79,13.92,11.07,0,127.56,2.37,36.08,28.63,2.46,42.87,227.93,0,0,4.07,0,0
 24-34,0,0,2.16,6,80.09,2.69,0,141.78,0,15.38,2.13,63.76,8.25,0,12.21,7.14,14.06,2.19,7.21,11.45,5.8,122.77,4.69,0.69,40.32,1317.38,9.05,25.88,21.65,0,0,258.48,0,0,23.76,3.15,12.08,316.55,0,0,36.02,0,15.34
 36-46,0,0,0,0.74,42.4,1.27,0,308.34,0,16.55,5.36,87.14,7.1,0,13.48,8.82,8.01,1.55,8.65,1.89,16.12,156.14,1.66,0.74,38.71,1705.51,6.87,28.92,14.13,0,0,180.03,0,0,3.3,0,0,307.26,0,1.04,19.58,0,4.19
 48-58,0,1.29,1.55,0.4,66.87,1.24,0,824.13,0,18.85,28.76,184.84,3.3,0.75,4.97,18.38,12.01,9.08,5.57,1.37,10.36,291.78,1.9,9.48,54.76,1900.07,1.66,22.89,18.62,0,0,176.77,0,0,5.42,0,0,307.74,0,0,31.89,0,8.59
 60-70,0.81,0,1.1,5.18,65.21,4.3,0,1003.33,0,10.98,9.68,165.95,5.09,4.08,2.25,18.77,6.43,2.79,7.55,12.23,10.23,247.92,3.18,6.52,23.47,1518.29,3.72,32.52,15.6,0,2.77,173.06,0,0,7.37,0,0,140.3,2.03,9.36,12.6,0.64,38.82
 72-82,0,0,4.84,0,88.58,5.39,7.26,912.47,3.34,4.04,23.37,183.05,42.18,0.55,7.82,31.63,9.08,10.53,13,11.64,1.44,366.71,5.04,11,27.51,1357.63,1.58,28.09,15.15,0,3.23,91.74,0,0,4.71,0,0,104.36,9.8,13.8,41.33,9.2,20.2
 84-94,0,0,15.22,0,109.51,9.63,25.6,698.51,1.46,13.91,14.13,84.83,60.29,0.71,1.5,54.31,17.13,16.42,14.85,7.76,3.57,329.5,10.05,22.81,23.2,921.4,2.2,46.96,16.63,0,0,215.46,0,0,6.65,0,0,58.19,26.07,10.9,55.87,12.03,2.43
 96-106,0,0,2.67,1.03,132.05,21.2,19.68,513.22,0.9,11.61,15.34,142.51,77.81,0,6.2,43.59,23.3,8.95,27.26,9.52,4.09,289.23,13.25,14.9,20.37,657.32,0.81,39.4,35.23,0,4.41,174.37,0.64,0,6.05,0,0,38.77,42.62,11.44,41.14,12.81,6.76
108-118,0,0,2.53,1.7,100.73,9.05,52.21,448.82,0.64,24.7,17.04,129.78,54.84,0,4.58,49.86,4.35,10.36,11.39,9.5,5.73,273.89,6.46,6.17,23.2,912.65,6.04,40.25,17.98,0,14.26,150.08,0,0,6.68,0.92,0,33.35,30.29,6.11,59.82,9.3,12.79
120,0,0,1.22,0,65.11,5.6,2.8,294.16,0,8.5,22.86,174.4,70.12,0,12.32,32.6,4.82,1.87,10.04,8.59,0,227.71,2.54,9.88,18.21,864.09,11.87,22.74,12.78,0,17.97,117.18,0,0,7.76,0,0,81.28,15.02,1.46,42.9,6.54,17.42
