stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,46.56,362.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.2,0,0,0,0,0,0,0,0,0,0
  5-6,38.43,279.99,0,0,0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,7.72,8.9,0,0,9.32,0,10.19,0,0,0,0,0,0,0,0,0,0
  7-9,27.09,4.45,0,27.73,0,0,0,63.72,0,0,0,0,0,21.11,0,0,0,0,0,0,0,0,0,0,0,345.91,15.4,0,0,108.84,0,11.55,0,0,0,0,0,0,0,0,0,0
 10-12,0,25.67,0,39.3,0,0,0,20.26,0,0,0,0,0,21.23,0,0,0,0,0,0,0,0,0,0,0,533.57,19.3,0,0,175.82,0,0,0,41.54,0,10.04,0,0,0,0,0,0
 14-21,2.31,0,0,2.61,56.25,19.47,0,6.26,0,0,0,7.52,1.67,0,1.99,7.25,1.69,0,0,0,0.94,12.57,0,0,6.25,204.31,5.43,3.69,4.32,1.76,0,5.27,38.27,1.99,0.99,49.4,97.16,0,0,2.54,0,3.61
 24-34,0,0,1.43,0,23.3,4.83,0,40.5,0,2.78,2.91,11.38,1.51,0,1.06,13.84,9.54,0,2.16,3.18,3.33,39.34,0.95,0,37.1,612.82,7.62,15.62,5.08,0,0,11.75,0,2.17,0,6.11,172.87,0,0,31.3,0,4.99
 36-46,0,0,0.61,0,20.64,2.32,0,142.86,0,0.93,4.99,48.99,1.34,0,0.99,19.27,1.48,1.36,0.57,0,1.95,69.53,1.27,0,17.52,775.61,2.94,16.03,3.83,0,0,13.47,0,1.39,0.66,0,165.23,0,0,5.4,0,2.45
 48-58,0,0,0.54,0,8.13,1.17,0,250.95,0.38,6.78,1.65,64.28,0.94,0,1.49,18.43,0.38,0,3.53,1.98,1.2,78.32,0.42,0.56,12.09,817.78,6.24,5.25,5.88,0,0.97,11.68,0,0.56,0,0,185.87,0,0,8.31,0.5,10.94
 60-70,0,0,0,0,7.83,3.74,0,460.25,0,5.06,12.79,50.6,1.92,4,0,38.5,2.98,1.46,2.61,2.22,0,108.3,0,1.14,34.58,693.06,4.64,8.67,8.09,0,0,12.07,0,0,0,0,106.84,0.61,0,6.29,2.72,0.96
 72-82,0,0,0,0,6.79,16.37,0.76,516.74,0,0,13.45,88.19,2.21,0.55,0,25.09,3,1.47,4.59,0.79,0,153.22,3.92,3.39,8.97,736.62,0,23.89,7.19,0,0,10.07,0,1.79,0.53,0,59.19,0.74,2.59,8.8,4.62,10.17
 84-94,0,0,3.06,0,25.74,17.89,0,468.02,0.56,6.86,10.19,63.22,3.92,0.6,0,62.6,4.49,3.8,7.23,0,2.24,175.44,3.69,6.94,11.93,536.65,1.94,7.56,9.55,0,0.79,28.78,0,3.79,0,0,47.22,1.15,2.85,16.53,2.69,7.69
 96-106,0,0,2.14,0,23.75,29.06,3.15,371.98,0.62,2.24,5.14,130.29,6.29,0,0.89,57.32,3.58,8.67,2.73,0,4.73,166.35,1.89,8.57,10.11,406.39,0.57,38.96,9.84,0,8.67,20.91,0,1.52,0,0,72.35,5.05,4.51,30.18,4.26,7.84
108-118,0,0,3.42,0,34.13,11.43,3.51,329.04,0,2.01,16.55,92.77,10.99,0,1.7,53.64,5.53,8.04,9.24,5.22,0,205.88,0.96,11.74,15.31,607.02,8.96,10.47,14.17,0,1.6,18.66,0,2.04,0,0,24.55,8.98,7.73,13.12,7.85,12.36
120,0,0,0,0,21.52,18.02,0,231.27,1.72,7.27,4.21,88.83,4.82,0,0,56.57,3.96,19.55,1.57,1.02,0,181.15,1.1,0,6.66,643.78,0,27.88,18.31,0,18.42,22.53,0,1.56,1.6,0,3.71,0,4.4,48.92,14.75,0
