stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,0,7.19,42.72,5.44,0,27.72,0,0,0,10.43,3.25,5.5,6.61,0,1.93,0,0,18.65,2.44,31.31,0,0,21.28,325.62,27.17,5.27,1.46,4.57,0,1.21,0.9,60.91,11.01,19.39,97.79,97.44,0,0,4.48,0,1.85
 24-34,0.83,1.43,0.59,26.79,1.3,0,57.92,1.49,1.3,3.74,12.2,1.61,0,5.71,6.35,12.05,1.72,1.45,4.49,1.52,57.4,1.87,0,30.07,411.41,1.46,1.24,2.85,0,0,1.59,0,0,26.28,9.52,24.07,100.22,0,0,23,0,30.09
 36-46,0,0,0,9.81,0,0,61.67,8.16,0,1.69,34.56,0,0,0,0,2.26,2.23,0,0,9.19,61.28,0.95,1.26,12.91,264.49,1.22,3.37,5.22,0,1.69,0.8,0,0,17.07,0.74,0.8,69.74,0,0,9.43,0.78,17.55
 48-58,0,0,2.19,6.73,1.61,0,136.93,0.45,1.87,3.27,49.46,1.1,0.42,0.6,1.66,7.6,4.82,3.35,2.96,0.84,96.21,2.13,1.51,13.15,224.64,3.02,1.06,6.74,0,0.39,0.38,0,0,9.27,4.27,0,61.29,0,0.81,11.52,0,44.75
 60-70,0,0.86,2.79,7.25,3.32,0,180.44,4.06,25.95,3.09,74.15,11.18,0,2.29,9.05,1.08,10,11.88,6.77,0.71,123.14,0.84,3.79,11.76,171.9,0,1.82,7.98,0,1.92,0.94,0,0,9.22,1.39,0,25.38,0.84,3.32,10.4,0,30.13
 72-82,0,3.04,0,7.58,1.93,0,205.58,1.47,0.57,9.99,123.3,22.76,0,3.14,6.22,2.42,13.76,4.66,20.35,0.9,140.89,0.75,6.78,16.76,221.85,1.43,1.91,8.75,0,0.72,1.37,0,0,22.05,0,0,32.78,0,1.68,31.23,4.17,40.42
 84-94,0,2.7,0,18.63,4.18,0.59,136.27,0,0,6.93,93.26,22,3.25,0.8,8.37,6.11,8.69,2.77,31.57,5.13,154.83,3.68,13.12,26.01,127.14,0,1.93,8.38,0,0,19.37,1.4,0,70.14,1.49,0,22.86,4.23,5.23,19.62,4.34,15.93
 96-106,0,7.04,1.08,15.85,9.81,0,167.18,7.15,0,3.25,99.09,46.57,1.06,9.89,12.05,2.62,4.71,9.52,21.65,3.1,148.59,4.91,3.95,6.51,171.47,0,1.23,12.5,0,11.74,8.58,0,0,51.19,1.26,0,7.18,4.96,4.63,31.72,12.77,17.64
108-118,0,3.27,0.42,24.8,3.13,1.24,110.91,3.3,4.45,8.69,125.26,42.17,0,1.39,8.08,4.53,11.58,6.75,34.02,2.59,166.05,1.15,4.45,28.46,187.49,3.5,2.5,17.95,0,12.21,15.14,0,0,38.7,4.86,0,29.31,8.29,6.65,29.32,7.07,13.91
120,0,1.22,0,20.22,16.87,0,73.35,1.14,6.51,5.23,59.02,39.6,0,3.02,27.37,10.24,0,7.17,55.55,8.99,115.2,4.3,14.21,27.3,271.71,7.16,26.25,5.83,0,30.42,3.1,0,0,56.03,0,0,7.96,1.19,1.95,26.38,5.56,0
