stage,blastomeres,epidermis,mesenchyme,mucous,neural,otic,paraxial.mesoderm,periderm,pgc,spinal.cord
  5-6,13.68,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,4.52,0,0,0
 24-34,0,1.49,0,0,0,0,0,1.27,0,0
 36-46,0,0,0,0,0,0,0,9.59,0,0
 60-70,0,0.71,2.88,0,0,0,0,0,0,0
 72-82,0,0,6.16,0,0,0,0,0,0,1.92
 84-94,0,0,0,0,0,0,0,0,0,16.12
 96-106,0,0,2.15,0,4,1.16,0,0,0,0
108-118,0,0,0,0.52,2.31,0,0,0,0.42,0
120,0,0,6.55,0,0,0,0,0,0,0
