stage,blastomeres,endoderm,glial,mesenchyme,neural,paraxial_mesoderm,spinal_cord
  3-4,49.48,0,0,0,0,0,0
  5-6,66.04,0,0,0,7.41,9.2,0
  7-9,7.46,3.31,0,0,59.09,31.83,0
 10-12,0,0,0,0,36.07,46.28,0
 24-34,0,0,0.7,0,1.14,0,0.95
 48-58,0,0,0,0,5.29,0,0
 72-82,0,0,0,4.01,0,0,0
