stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,185.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0
  5-6,34.42,426.44,0,6.55,0,0,0,0,0,0,0,0,0,26.14,0,0,0,0,0,0,0,0,0,0,0,13.09,7.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,17.17,41.53,0,46.87,0,0,0,117.1,0,0,0,0,0,8.39,0,0,0,0,0,0,0,0,0,0,0,750.67,15.89,0,0,214.16,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,35.27,0,69.39,0,16.41,0,93.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675.3,26.26,0,0,161.79,0,0,0,8.66,0,0,4.33,0,0,0,0,0
 14-21,0,0,1.38,0.84,23.04,8.62,0,5.03,0,0,0,6.69,2.05,0,0,0,0.89,0,0,0,0,16.85,0,0,7.75,128.6,1.76,0.84,0,1.81,0,20.6,9.23,2.13,14.92,8.1,51.6,0,0,1.95,0,0
 24-34,0,0,1.05,0,11.76,1.84,0,46.97,0,0.82,0.72,8.68,1.59,0,3.38,0,0,0.63,1.69,0.76,1.64,41.62,0.93,0,25.29,510.8,1.4,3,1.59,0,0,6.65,3.43,1.39,0,4.37,126.58,0,0,38.6,0,0.62
 36-46,0,0,0,0,6.6,0,0,114.27,5.65,0.76,1.53,30.16,0.61,0,2.13,0,0,0,0.75,0,0,46.18,0,0,12.7,849.12,1.76,13.23,2.39,0,0,28.04,0,6.61,2.41,0,144.27,0,0,34.37,0,23.82
 48-58,0,0,0,0,4.88,0.75,0,360.07,2.35,2.26,0,34.31,1.69,0,1,2.32,0.81,0,5.92,0,0.87,68.31,2.15,2.97,7.65,880.25,0.5,3.11,2.99,0,0,5.71,0,4.59,1.43,0,173.26,0,0,14.67,0,11.88
 60-70,0,0,0,0,13.95,0,0,552.56,1.59,10.19,2.96,49,0.77,0,0,5.75,1.88,1.46,4.87,1.05,0,57.79,2.07,2.44,11.46,770.87,0,1.4,1.78,0,0,25.19,0,3.74,2.79,0,66.87,0,0,1.75,0,8.25
 72-82,0,0,0.78,0,12.26,3.2,0,593.19,0,0.58,9.42,52.15,3.45,2.16,2.59,0,6.84,5.58,2.66,3.49,4.39,87.15,3.11,0,6.34,625.97,0,5.15,6.61,0,1.4,14.31,0,0.73,0,0,80.77,0,2.62,23.74,0.91,4.28
 84-94,0,0,0,0,20.69,14.4,1.17,460.32,2.53,6.95,11.49,39.04,5.57,1.66,0,1.56,4.13,0,2.37,0,6.87,94.77,1.94,10.36,6.94,535.92,0.57,0.95,3.68,0,0,28.31,0,1.84,0.57,0,50.8,1.01,0,23.97,7.21,5.99
 96-106,0,0,1.15,0,8.59,25.93,0,302.8,4.81,2.08,2.43,42.44,8.05,0,1.33,5.96,2.74,1.03,2.64,0,0,64.34,0,2.35,2.7,422.46,0,9.07,7.23,1.2,3.84,18.96,0,0.89,1.28,0,31.21,2.89,3.21,43.85,5.25,13.92
108-118,0,0,0.84,0,29.47,6.17,0,343.76,2.21,2.9,8.69,55.48,1.97,0,0,7.96,1.5,7.1,1.25,3.15,0.82,89.52,6.56,8.78,10.1,441.44,2.51,2.68,4.52,0,3.5,32.06,0,0.59,1.27,0,30.2,0.55,1.1,32.81,1.3,2.88
120,0,0,0,0,30.76,14.44,0,287.07,1.01,3.57,8.67,59.53,7.32,0,0,24.79,4.81,15.9,0,0,0,86.4,17.9,9.54,11.46,801.51,3.65,12.31,15.36,0,0,16.3,0,0,0,0,62.02,1.84,0,16.04,3.35,11.44
