stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,107.16,2320.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.2,0,0,0,0,0,0,0,0,0,0,0
  5-6,48.95,1172.32,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.47,6.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,252.16,8.24,22.59,0,0,0,43.84,0,0,0,0,0,84.63,0,0,0,0,0,0,0,0,0,0,0,348.16,1309.11,0,0,172.71,0,0,4.81,0,0,0,0,0,0,0,0,0,0
 10-12,68.4,44.05,218.69,0,0,0,18.74,0,0,0,0,0,247.33,0,0,0,0,0,0,0,0,0,0,0,1329.81,6702.01,0,0,542.54,0,0,0,0,46.62,0,8.13,0,0,0,0,0,0
 14-21,1.39,0,19.21,2893.97,26.64,0,49,0,62.41,0,26.17,22.77,14.34,5.29,0,2.46,0,0,8.02,1.05,556.44,8.68,0,751.48,152.66,3691.69,0,9.76,25.45,0,9.12,3.61,36.72,4.49,5.74,97.24,802.16,0,0,7.2,0,0
 24-34,0,0,1.19,1619.72,10.62,0,74.79,1.14,226.1,116.98,30.91,0.66,0,15.71,0,0,0,1.58,9.92,2.68,1281.99,8.36,0,1311.14,306.4,1442.45,0,27.21,10.77,0,72.32,0,3.3,1.65,0.88,142.38,327.4,0,0,32.42,0,1.98
 36-46,0,0,0,947.68,8.68,0,74.77,0,253.84,650.72,83.47,0.83,0,15.71,2.07,0,0,1.29,2.99,2.61,1979.15,8.01,5.25,970.94,243.34,1260.74,0,34.72,0,0,207.38,0,8.39,0,0,0.83,89.77,0,0,21.98,0,6.57
 48-58,0.58,0,0,519.9,3.38,0,145.29,1.89,161.32,703.16,120.59,0,0,4.44,0,0,1.21,3.3,4.76,0.71,3112.32,8.34,16.04,443.32,193.3,782.88,7.11,77.47,4.77,1.09,99.88,0,0,1.57,0,0,114.9,0,4.56,4.65,0,0.59
 60-70,0,0,0,207.41,0,0,176.87,1.01,158.8,615.61,170.81,3.41,0,4.75,0,1.64,0,3.68,9.67,0,4474.57,3.59,40.76,211.28,175.6,254.17,3.41,91.41,0,4.94,49.99,0,0,0,0.76,0,46.14,0,45.24,17.85,28.94,0
 72-82,0,0,0,150.07,0,0,126.89,1.82,41.64,548.33,97.14,1.26,0,3.36,0,0,0.57,17.62,15.27,0.69,4039.67,1.14,55.06,170.89,99.48,133.47,1.98,77.43,0,3.48,15.23,0,0,0,0,0,7.37,0,63.42,6.35,47.45,0
 84-94,0,0,0,207.58,0,0,157.73,0,64.36,504.85,76.31,10.47,0,2.2,1.85,3.28,0.71,10.53,77.86,0,3825.8,0,35.49,167.67,60.64,199.78,0,85.83,0,0,21.55,0,0,0,0,0,27.02,0,62.32,1.81,32.65,16.21
 96-106,0,0,0,78.47,0,0,78.34,0,19.61,225.6,53.72,7.75,0,0,0,3.21,0,23.9,72.43,0,1619.33,1.9,22.49,53.08,44.8,105.28,1.63,62.79,0,7.54,10.54,0,0,1.48,0,0,4.58,0.79,33.18,0.94,35.45,3.81
108-118,0,0,0,47.05,1.4,8.04,34.91,0,12.78,80.93,34.51,5.75,0,0.83,0,0.52,1.03,21.46,80.34,0,776.02,0,14.38,40.69,56.72,46.56,0,25.33,0,5.7,4.83,0,0,1.69,0,0,2.39,0,21.67,2.48,28.26,0
120,0,0,0,21,2.06,0,31.2,0,8.92,67.35,59.3,0,0,3.7,0,0,0,9.1,16.47,0,459.89,1.56,17.93,17.62,19.7,26.42,0,45.29,0,12.86,1.62,0,0,0,0,0,0,2.31,6.77,2.2,3.79,0
