stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,89.78,883.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.41,0,0,0,0,0,0,0,0,0,0
  5-6,91.9,608.97,0,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.31,0,0,0,21.1,0,21.03,0,0,0,0,0,0,0,0,0,0
  7-9,136.14,18.61,0,34.61,0,0,45.93,0,0,0,0,0,99.97,0,0,0,0,0,0,0,0,0,0,0,467.26,86.01,0,0,165.91,0,7.16,0,0,0,0,0,0,0,0,0,0
 10-12,3.8,11.84,0,26.16,0,0,95.54,0,0,0,0,0,27.52,0,0,0,0,0,0,0,0,0,0,0,785.46,216.22,0,0,373.41,0,0,0,0,49.4,5.78,0,0,0,0,0,0
 14-21,0,0,0,4.1,34.33,26.49,29.5,0,0,0,9.04,0.82,0,1.81,0,0,0,0,0,0,24.45,0,0,48.55,276.7,41.58,0,1.83,0.96,0,20.37,1.68,37,1.28,43.85,55.78,0,0,8.36,0,0
 24-34,0,0,0,1.48,5.7,3.35,65.45,0,0,0,4.92,0,0,11.24,0.6,5.34,0.92,1.55,2.99,0,70.42,0,0,27.63,397.4,7.42,0.73,2.29,0,2.91,7.56,0,2.17,0.98,4.38,78.05,0,0,71.33,0,0.6
 36-46,0,0,0,0,5.61,1.87,151.83,0,0,0,3.78,0,0,9.91,2.41,1.79,0.77,0.56,0,0,70.08,0,9.28,37.95,240.45,4.11,2.53,27.05,0,0,14.28,0,0,0,0,57.07,0,0,81.97,0,0.59
 48-58,0,0,0,0,4.08,0,563.36,0,0,0.41,2.76,0.92,24.81,12.95,0.42,3.6,0.38,0,0,0,76.45,0,8.13,10.71,128.42,0.58,0.51,1.15,0,0.45,0,0,0,0,0,19.35,0,1.89,50.14,0,4.09
 60-70,0,0,0,0,3.52,1.62,1962.93,0,1.03,0,21.29,0,14.26,7.43,7.5,0,2.7,0,1.45,0,78.38,0,18.92,8.58,120.55,3.82,0,4.55,0,3.83,0,0,0,1.35,0,4.27,0,6.18,72.46,1.54,0
 72-82,0,0,0,0,14.44,1.82,2083.03,0.55,0,7.81,60.71,0.94,0.52,8.1,8.42,1.13,1.05,0.81,2.18,0,91.7,0,20.64,7.55,112.61,0,1.71,2.73,0,11.12,0.9,0,0,0,0,5.51,0.87,6.62,129.19,19.99,0
 84-94,5.55,0,0,0,12.97,2.32,1164.49,1.34,9.46,2.9,52.31,3.72,15.7,3.44,4.06,1.72,2.06,0,0,4.37,90.98,0,18.86,3.6,60.64,0,2.91,4.59,0,17.82,12.76,0,0,0.56,0,8.73,0,16.02,91.33,15.71,0
 96-106,0,0,0.91,0,12.72,11.04,1101.57,0.93,0.88,0,109.12,1.72,0,9.73,2.31,3.07,0,0,0,3.42,49.96,2.99,22.88,4.63,94.67,0,1.03,6.39,0,42.51,1.26,0,0,0.9,0,0,0,10.07,88.22,17.23,3.93
108-118,0,0,1.81,0,11.68,3.56,900.84,0,2.62,7.61,54.61,2.56,0,11.93,4.41,5.29,7.53,0,2.52,0.47,74.36,2.23,17.02,9.36,81.11,2.52,0,4.56,0,29.78,2.02,0,0,0.85,0,3.37,0,4.34,105.41,10.81,0
120,0,0,0,0,16.43,2.93,783.71,8.29,0,0,107.98,12.27,0,6.37,7.7,5.22,5.04,0,0,1.79,56.11,0,20.79,0,126.9,0,0,11.08,0,18.24,8.64,0,0,1.26,0,0,0,18.4,121.53,12.3,0
