stage,endocrine_pancreas,endoderm,epidermis,eye,fin_epithelia,glial,gut,immune,ionocyte,lateral_line,mesenchyme,neural,olfactory,otic,periderm,pronephros,spinal_cord
 14-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0
 48-58,0,0,0,0,0,0,0,2.91,0.44,0,0,0,0,0.52,0,0,0
 60-70,0,0,0,0,0,1.13,0,0,0,0,0,0,1.43,0.65,0,0,0
 72-82,0,0,0,1.07,0,0,0,3.94,0,1.84,0.52,0,2.06,0.67,0,0,0
 84-94,0,1,0,3.48,0,0,0,1.62,0,0,0,0,0,0.55,0,0,0
 96-106,0.81,0,6.46,0,0,0,0,6.81,0,2.32,0,0,0,1.16,0.62,0,0
108-118,0,0,5.5,0,0,0,0.48,0.5,0,4.91,0,0,0.99,0,0,0.58,1.33
120,0,0,0,0,1.05,0,0,5.02,1.77,2.31,2.9,2.83,0,3.63,2.52,0,1.57
