stage,mesenchyme,neural,periderm,presomitic_mesoderm,spinal_cord
 14-21,0,0,0,1.06,0
 24-34,1.33,0,0,0,0
 36-46,0,1.51,1.51,0,0
 48-58,0,1.77,0,0,0.59
 60-70,0.6,0.84,0,0,0
 72-82,0,0.84,0,0,0
 84-94,0,2.77,0,0,0
108-118,0,0,0.41,0,0
