stage,blastomeres,epidermis,eye,mesenchyme,neural,periderm,slow_muscle
  3-4,13.44,0,0,0,0,0,0
  7-9,0,0,12.59,0,0,0,0
 10-12,0,0,0,0,16.21,0,0
 14-21,0,1.04,0,0,0,0,1
 24-34,0,0,0,0,0,1.23,0
 48-58,0,0,0,0.57,0,1.2,0
 60-70,0,1.1,0,0,0,0,0
 96-106,0,2.32,0,0,0,0,0
108-118,0,0.55,0,0,0,0.78,0
120,0,0,10.98,0,0,0,0
