stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,71.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.21,0,0,0,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,9.94,0,0,0,7.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.87,3.95,0,0,0,0,0,6.41,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.83,62.05,4.44,0,3.2,0,1.75,0,1,0.96,0,3.21,0,0,0,0,0,0,6.85,0,0,6.14,15.17,530.71,0,0,0,0,3.92,0,1.84,0,0,6.77,13.17,0,0,13.46,0,0
 24-34,0,0,2.72,90.18,3.45,0,10.65,0,10.85,1.39,0.62,1.55,12.32,48.44,0,0,3.58,0,0.61,0,100.76,0,0.89,13.88,96.44,230.44,0,3.85,0,0,64.21,0,0,0,0,13.97,10.94,0,0,470.67,0,4.57
 36-46,0,0,0.74,39.33,0.71,0,23.22,0.78,26.74,10.89,2.25,0,0,64.61,0,0,2.71,0,0,5.39,191.9,1.08,2.29,29.6,179.49,275.04,0,2.04,0,0,98.23,0,0,0,9.41,0,8.73,0,0,675.96,1.55,0.67
 48-58,0.77,0,0,2.54,3.34,0,36.42,0,7.67,4.13,7.88,0,0,82.02,0,0,0,0,0,6.46,373.59,0.53,7.32,68.33,165.63,206.61,0,0.83,0,5.19,36.23,0,0,0,0.46,0,5.39,0,13.46,505.97,0.48,4.41
 60-70,0,0,0,3.56,15.5,0,44.68,0.58,24.31,5.99,65.4,2.05,0,60.56,0,0.69,0,0.71,4.31,12.23,1167.97,0,18.16,110.92,154.44,184.93,0,10.36,0,9.76,61.08,0,0,0,0,0,8.61,4.11,48.74,320.08,4.56,35.83
 72-82,0,0,0,14.37,1.12,0,52.14,1.6,5.05,11.38,47.35,2.25,0.49,55.32,0.68,2.96,2.18,1.2,2.35,6.03,1761.22,0,82.67,111.18,153.9,99.17,0.7,7.69,0,15.51,7.94,0,0,7.39,0,0,10.51,3.99,62.49,357.11,27.03,56.8
 84-94,0.62,0,0,17.58,3.9,0,58.28,0,15.13,11.06,40.71,9.44,0,22.02,1.68,3.11,1.15,0,1.16,5.68,1616.68,0,119.26,93.64,157.03,151.33,0,10.08,0,20.49,21.82,0,0,0,0,0,15.59,9.6,46.11,384.2,43.67,45.48
 96-106,0,0,0.58,33.87,5.45,0,56.53,2.54,6.39,10.96,76.55,5.19,0,78.45,8.11,4.75,2.16,0.63,4.2,1.36,1650.56,5.92,96.62,81.45,176.39,120.63,0,14.94,0,38.64,25.09,0,0,2.72,1.28,0,7.25,45.49,36.18,396.03,37.07,33.57
108-118,0.5,0,0,27.49,0.43,0.94,61.59,0.67,7.73,8.74,69.22,11.94,0,21.32,2.55,8.18,1.64,4.14,6.12,11.98,1728.86,1.27,113.87,46.85,161.5,143.54,0,7.98,0,56.51,17.3,0,0,1.11,2.05,0,0.58,29.37,27.07,304.54,26.84,24.53
120,2.37,0,0,13.07,1.73,0,58.91,1.33,11.36,0,64.99,13.09,0,51.77,0,4.24,1.91,4.79,5.66,0,1698.25,0,201.46,28.15,198.84,312.24,0,26.17,0,9.36,5.53,0,0,0,2.07,0,6.88,23.65,46.98,229.02,37.31,3.6
