stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,1.07,14.9,1287.8,11.39,0,46.5,0,0,0,23.47,10.14,4.25,0.96,0,5.72,0,0,0,2.19,26.59,2.35,0,38.95,336.14,180.45,0.93,2.87,3.9,0,320.26,1.27,3.78,9.9,0,35.54,746.2,0,0,0,0,0
 24-34,0,0,1.96,685.37,1,0,197.04,0,6.76,1.44,153.48,0,0,14.74,0,1.86,0,1.81,3.43,5.02,140.16,3.79,0,117.41,1136.2,43.38,0,0,0,0,164.48,0,3.04,11.13,1.73,7.09,1278.97,0,0,64.91,0,2.76
 36-46,8.46,0,0,302.68,2.77,0,224.94,10.44,30.42,8.97,294.82,0.59,1.86,12.65,0,0.62,0.86,3.6,0,0,294.16,1.86,0,26.76,2051.34,13.45,7.53,9.02,0,0,67.22,0.73,0,12.05,0.56,0,1329.09,0,0,54.1,0,22.92
 48-58,0.97,0,0,231.13,3.22,0,657.7,8.89,34.26,19.12,580.48,0.44,2.63,31.89,0,1.62,10.37,2.94,3.6,0,413.2,0.44,22.27,37.11,2122.81,18.15,6.12,15.27,0,0,16.07,0,0,5.58,0,0,1634.51,0,1.21,45.49,0,5.77
 60-70,0,0,0,201.02,0,0,1211.21,7.46,21.89,24.41,941.55,2.47,0,20.57,0,22.32,0,3.47,0.95,9.95,408.31,1.78,45.28,23.71,1773.33,37.36,2.83,23.26,0,0,31.09,0,0,25.01,3.02,0,1239.2,1.44,19.89,18.48,2.02,0
 72-82,0,0.86,3.31,122.93,10.38,0,1385.33,7.71,8.83,30.6,817.3,6.88,0,12.91,6.23,8.66,12.68,5.96,3.3,0,645.27,0.61,14.96,41.62,1241.48,3.46,7.88,16.37,0,1.61,4.46,0,0,20.55,2.31,0,964.83,3.75,27.18,49.22,23.87,8.48
 84-94,6.16,2.29,0,281.08,8.95,0,1218.91,0.74,15.88,37.71,615.74,9.49,0.6,15.06,1.94,15.56,0,7.57,2.04,3.63,409.34,2.17,15.89,45.32,962.4,4.75,6.73,26.53,0,1.68,35.2,0,0,8.53,10.04,0,765.11,5.28,10.33,41.9,29.5,7.59
 96-106,0,0,0,202.48,14,0.97,947.5,7.15,26.4,11.26,443.82,15.68,0,14.89,6.16,7.54,0,4.72,16.42,0,458.68,3.93,12.37,35.06,704.29,5.7,21.43,26.91,0,5.67,54.91,3.39,0,12.04,2.1,0,777.83,1.77,6.46,29.49,19.66,0
108-118,0,0,0.45,300.53,0,0.49,938.76,4.62,19.42,17.95,529.82,18.39,0,7.97,7.45,10.89,1.56,8.63,5.97,0,548.55,1.93,8.31,51.92,996.69,3.72,12.33,23.71,0,1.05,40.17,0,0,13.05,1.96,0,528.42,8.56,23.03,32.77,26.17,0
120,0,0,0,319.63,24.46,0,1073.08,1.13,24.95,20.69,861.08,23.3,0,5.22,4.01,3.66,3.12,16.18,27.99,0,699.05,1.49,20.51,53.2,1715.34,16.01,26.33,38.12,0,0,61.82,0,0,15.41,2.43,0,630.21,4.33,7.32,29.31,32.81,0
