stage,eye,glial,melanocytes,mesenchyme,neural,spinal_cord,vasculature
 24-34,0,0,0,0,0.72,1.13,0
 36-46,0,0,12.63,0,1.67,0,0
 48-58,0,0,0,0,1.79,0.46,0
 60-70,3.72,0,0,0,0,2.92,2.3
 72-82,1.71,0.92,0,0,7.33,0,0
 84-94,0,0,0.91,0,1.05,2.24,0
 96-106,0,0,0,0,2.64,2.12,0
108-118,1.32,0,0,1.02,0,0,0
120,0,0,1.45,0,18.98,0,0
