stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,16.62,727.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.55,343.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.33,0,0,0,0,8.25,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,4.85,0,3.23,0,0,0,7.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.81,0,0,0,54.84,3.37,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,32.47,0,5.46,0,9.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.91,18.21,0,0,40.8,0,9.77,0,13.53,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,6.25,40.47,0,0,0,0,0,0,1.34,0,2.15,0,5.51,0,0,0,0,2.53,0,0,0,11.5,0,0,0,0,8.5,1.44,1.1,11.29,1.08,0,9.67,0,0,33.8,0,0
 24-34,0,0,0,0,5.16,5.74,0,6.51,0,2.98,0,0,9.59,0,3.83,0,23.33,0,0,0,0,8.56,2.39,0,3.13,73.57,0,0,0,0,89.95,0,0,7.6,0,1.35,21.36,0,0,270.78,0,0
 36-46,0,0,0,0,3.87,10.47,0,48.52,0,1.06,0,1.96,1.86,4.4,4.67,0,44.22,0,0,0,2.91,22.03,5.39,0,3.25,93.03,0,0,0,0,94.52,0.81,0,11.96,0,0,24.81,0,0,138.51,0,3.32
 48-58,0,0,0,0,9.73,0.67,0,356.55,0,8.32,0.44,1.3,0,1.29,7.95,0,4.15,0,0,6.87,0,8.91,13.06,0,5.1,243.23,7.35,1.86,0.38,0,77.58,0,0,1.04,0,0,25.06,0,0,103.64,0,0
 60-70,0,0,0,0,16.76,0,0,1241.2,4.09,4.41,0,5.25,4.08,0.97,16.38,2.48,2.99,0,0,0,0,39.08,9.06,0,14.74,453.88,1.5,4.08,1.79,0,75.35,0,0,7.25,0,0,22.44,0,4.5,100.48,0,6.61
 72-82,0,0,0,0,14.27,4.05,11.76,842.44,8.86,0.8,0,5.87,5.96,1.02,4.4,0.49,2.34,4.36,0,0,0,51.19,6.3,1.04,13.97,258.43,0,0,6.43,0,62.09,0,0,0.73,0,0,18.35,0,0,172.45,0,10.81
 84-94,0,0,0.98,0,25.37,0,14.75,552.29,8.53,1.89,0,14.08,14.78,0,1.97,3.26,10.51,0,0,0,0,50.4,28.44,0,3.23,186.22,0.62,0,0.88,0,174.18,0,0,4.98,0.69,0,2.02,4.99,0,115.65,0,0
 96-106,0,0,0,0,32.54,7.88,33.61,338.47,17.37,1.78,0,3.38,17.74,0,1.39,6.19,8.58,0,0.65,2.09,0,34.12,19.32,1.42,4.24,197.78,0.62,1.75,2.34,0,176.17,2.06,0,5.98,0,0,1.77,0,0,113.19,3.72,0
108-118,0,0,0,0,26.28,0.66,150.15,376.03,16.21,6.2,0,8.16,36.07,0,0.59,3.15,13.1,0.89,0,6.01,0,26.76,27.7,9.74,10.73,216.57,0,0.54,4.89,0,129.67,0,0,3.17,0,0,5.53,0,0,103.64,0,4.4
120,0,0,0,0,46.57,1.19,43.9,213.65,6.83,4.85,0,7.09,30.48,0,0,7.85,7.56,1.01,0,6.57,0,20.27,25.48,11.12,18.68,225.15,0,0,1.86,0,85.83,0,0,3.61,0,0,0,0,0,233.08,0,0
