stage,epidermis,eye,fast.muscle,fin.mesenchyme,immune,mesenchyme,neural,olfactory,otic
  7-9,0,3.42,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,6.86,0,0
 14-21,0.82,0.93,0,0,0,0,1.09,0,0
 24-34,0,0,0,0,0,0,0,5.17,0
 36-46,0,0,0,0,0,0,0.92,18.79,0
 48-58,0,0,0,0,0,0,1.85,3.34,0
 60-70,0,0,0,0,0,0,0,9.66,0
 72-82,0,0,0,0,0,2.33,8.98,14.14,0
 84-94,0,0,0,0,0,1.69,0,127.29,0
 96-106,0,1.7,0,3.69,0.77,1.68,0,66.43,0
108-118,5.26,0,0,0,0,0,5.19,75.45,0.66
120,0,8.47,1.06,0,0,0,0,0,0
