stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,136.82,1569.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,0,0,0,0
  5-6,58.21,1105.96,0,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.73,0,0,0,0,0,10.45,0,0,0,0,0,0,0,0,0
  7-9,10.96,5.3,0,8.84,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,144.81,0,0,0,54.54,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,0,0,0,0,0,0,0,0,0,0,0,61.41,9.45,0,0,27.93,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,0,12.88,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,3.91,0,0,0,0,0,0,0,0,1.02,2.12,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,32.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,8.61,0,0,0,0,0,0,0,0,0,1.49,0,0,1.86,0,0
 36-46,0,0,0,0,15.62,0,0,115.16,0,0,0,1.81,0,0,0,0,0,0,0,1.59,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,555.33,0,0,0,0.89,0,0,0,0,0,0,0,1.29,0,1.66,0,0,0,24.28,5.1,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0
 60-70,0,0,0,0,0,0,0,2430.72,0,5.04,6.29,7.33,0,0,0,8.52,0,0,0,31.97,0,14.55,0,0,0,37.89,0,0,0,0,0,4.19,0,0,0,2.94,0,0,0,0,16.19
 72-82,0,0,0,0,0.84,18.55,0,4580.79,3.88,0,0,26.79,0.76,4.91,0,4.33,0,0,0,18.17,0,33.82,0,3.76,3.96,128.62,0,2.24,3.66,0,0,9.54,0,0,0,15.19,0,0.75,6.51,0.59,6.02
 84-94,0,0,0,0,15.18,13.97,0,5346.41,0,2.67,5.28,9.12,0.68,0,1.1,0.87,1.11,0,0,4.5,3.29,49.91,2.35,0,3.47,92.05,0.57,1.66,0,0,0.6,3.09,0,0,0,19.22,1.63,0,1.7,0,12.17
 96-106,0,0,0.81,0,106.82,17.79,2.87,5915.37,25.83,0.96,0.93,33.63,0,0,0.78,7.53,1.04,5.09,0,65.05,0,86.74,0,6.82,7.88,199.47,0,0,4.52,0,0,39.25,0.69,0.68,0,4.01,0.59,0,3.03,0.69,1.22
108-118,0,0,0,0,10.65,9.08,1.31,6166,3.67,0.47,4.87,37.73,1.42,0,4.27,1.5,0.57,1.78,0,8.42,0,66.82,3.34,0,3.7,176.25,1.32,0.6,3.9,0,0,10.5,0,0,0,7.32,0,6.39,3.39,1.79,6.57
120,0,0,0,0,112.02,17.41,1.91,9966.08,15.85,21.03,0,34.34,2,0,0,42.04,0,0,14.34,4.46,0,69.86,0,0,13.97,358.7,0,0,8.5,0,0,14.09,6.13,0,0,9.45,0,0,33.42,8.78,27.42
