stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,22.88,668.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.21,0,0,0,0,0,0,0,0,0,0
  5-6,50.57,576.4,0,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,8.83,0,498.47,0,0,0,0,0,0,0,0,0,0
  7-9,0,7.23,0,31.45,0,0,0,38.44,0,0,0,0,0,9.18,0,0,0,0,0,0,0,0,0,0,0,158.97,4.5,0,0,25.58,0,369.22,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.57,0,7.11,0,0,0,22.89,0,0,0,0,0,22.8,0,0,0,0,0,0,0,0,0,0,0,552.25,15.04,0,0,34.61,0,100.74,0,15.22,0,0,0,0,0,0,0,0
 14-21,1.39,0,1.24,5.72,471.48,2.95,0,5.2,0,2.61,0,31.71,6.99,7.46,3.29,0,71.95,0,0,0,0,12.73,17.22,0,6.33,72.64,304.76,10.91,64.97,1.85,0,2197.25,4.04,3.81,0,3.04,90.74,0,0,0,0,0
 24-34,0,0,2.65,2.24,394.51,0,0,15.06,0,45.84,0,77.78,1.95,0,6.89,0,119.26,0,8.26,4.18,4.82,28.09,42.54,0,8.26,200.19,18.95,66.59,28.99,0,0,2608.16,0,6.07,0,1.38,153.47,0,0,4.1,0,0
 36-46,0,0,0,0,400.11,0,0,17.66,0,96.91,1.09,67.48,1.44,0.59,5.27,0,63.53,0,20.57,0,0,30.06,49.58,1.83,2.95,195.24,16.9,36.42,21.66,0,0,2415.2,0,3.21,0,0,100.57,0,0,0.56,0,6.75
 48-58,0,0,0,1.42,254.35,0,0,24.14,1.19,73.15,0,74.23,2.22,14.62,1.34,0,32.95,0,25.52,1.45,1.4,31.41,23.85,3.64,3.12,114.73,30.11,24.2,23,0,0,1279.8,0,3.35,5.13,0,147.52,0,0,0,0,6.04
 60-70,0,0,0,0,312.86,0,0,39.49,0,57.34,0,130.77,2.95,6.8,0,0,58.53,3.43,21.89,0.81,4.05,56.44,17.6,3.36,3.61,85.67,15.54,18.39,12.49,0,1.23,1100.59,0,1.9,0,0,95.94,7.21,2.31,0.7,0,0
 72-82,0,0,2.91,0,300.54,0.5,0,47.32,0,76.75,2.31,191.69,30.86,5.55,0.86,0,73.53,0,24.22,0.62,0,39.5,51.21,8.73,3.5,142.22,1.08,33.26,43.78,0,3.77,1369.14,0,1.99,0,0,20.54,28.14,6.7,2.46,4.46,3.65
 84-94,0.62,0,5.87,0,623.57,11.62,2.09,46,0,130.87,1.14,174.08,49.51,5.08,2.35,3.99,104.57,0,32.32,3.03,0,49.88,71.36,13.91,0.6,60.15,9.29,44.58,37.26,0,0,4097.87,0,1.53,0,0,37.31,79.73,3.82,0.58,8.11,5.18
 96-106,0,0,2.29,0,714.16,1.82,1.73,96.27,0.93,170.94,3.05,206.86,85.74,0,2.76,3.68,145.48,0,33.65,17.14,0,49.69,82.86,2.81,1.47,178.71,0.58,66.52,57.15,0,7.22,3828.91,0,1.59,0,0,21.7,132.06,1.58,3.6,19.65,0
108-118,0,0,5.19,0.89,965.8,1.61,0.44,45.74,1.32,306.77,2.81,217.66,138.65,0,1.42,3.8,188.13,0,35.88,4.63,5.18,65.4,98.55,15.07,7.28,105.67,2.76,59.98,58.58,0,1.05,3642.06,0,5.38,0,0,17.23,172.72,7.62,2.72,6.59,0
120,1.12,0,0,3.32,464.27,0,0,27.48,0,117.73,0,91.63,68.03,0,2.27,10.76,85.06,0,7.71,0,0,65.31,36.04,19.49,2,71.52,11.03,57.31,29.72,0,1.79,1133.14,0,4.35,0,0,8.38,49.36,0,0,7.56,0
