stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,245.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,165.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.36,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,5.98,0,54.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.7,0,0,0,6.81,0,12.09,0,0,0,0,0,0,0,0,0,0
 10-12,0,19.14,0,6.49,0,0,0,39.45,0,0,0,0,0,4.74,0,0,0,0,0,0,0,0,0,0,0,789.74,28.73,0,0,129.61,0,0,0,0,0,0,5.09,0,0,0,0,0
 14-21,0.89,0,2.03,0.93,10.59,0,0,12.61,0,0,0,12.49,1.93,8.73,0,0,0,0,0,0,0.86,1.82,0,0,3.76,828.62,13.69,8.14,3.15,0.86,0,1.16,12.62,0,2.87,13.24,601.76,0,0,5.91,0,0
 24-34,0,0,2.11,0.64,10.46,0,0,44.08,0,5.77,0.61,4.48,0,2.95,0,0,1.18,0,0,1.04,1.49,30,0,0,3.7,2880.82,2.4,46.82,5.61,0,5.5,0,0,1.45,0,5.84,713.48,0,0,11.59,0,0.77
 36-46,0,0,0.98,0,3,0.64,0,274.32,1.38,3.83,0.57,72.42,0,0,0,0,0,2.15,0,0,6.96,17.57,0,1.42,5.05,6367.25,3.55,55.1,1.99,0,10.3,0.81,0,0.59,0,0,976.31,0,0,12.23,0,9.17
 48-58,0,0,1.41,0,34.41,0.77,0,998.49,0,0,1.41,174.86,0,0,0.66,2.62,0.37,20.94,0,2.26,11.07,62.31,1.16,13.8,13.1,7957.86,5.98,37.67,5.04,0,14.81,0,0,0,6.36,0,1177.34,0,0,32.98,0,40.24
 60-70,0,0,1.32,0,11.31,0.7,0,1589.29,1.01,8.05,1.98,150.09,0.68,0,0,0,0,5.11,0,0,0,64.68,0,5.3,3.86,7133.21,2.21,22.3,0.91,0,17.32,0,0,0,1.01,0,725.12,1.62,0,4.88,0,11.04
 72-82,0,0,3.4,0,12.92,11.35,0,1354.01,0,0.66,6.56,164.3,3.83,0,0.81,4.54,0,12.55,0.79,6.98,0,76.96,0,1.89,5.81,5325.46,0,24.73,9.86,0,8.19,0,0,0.66,0,0,278.52,0,0.61,20.98,0,39.33
 84-94,0,0,2.61,0,21.89,5.47,0,969.35,7.69,1.29,1.97,89.93,7.39,0,1.97,0.98,0.68,10.63,1.61,0,4.95,57.75,0,3.22,3.15,3679.76,0,14.64,11.07,0,3.32,0,0,0,0,0,183.56,2.64,3.41,7.4,3.96,5.87
 96-106,0,0,2.9,0,27.26,13.16,0,780.33,0.93,1.93,0.64,88.52,4.83,0,0,2.91,0,2.29,0,1.52,0,51.23,0,2.11,10.94,2696.19,0,22.72,4.89,0,38.27,0,0,0,0.62,0,90.92,0,1.01,16.98,2.23,0
108-118,0,0,1.9,0,25.99,2.44,0.46,612.92,0.78,0.52,4.85,74.25,1.8,0,0,1.93,2.11,0.7,1.68,5.65,0,30.27,0,6.93,2.76,3202.66,1.14,13.99,3.98,0,12.65,0,0,0.93,0,0,50.98,0,0,9.03,0.49,5.88
120,0,0,0,0,36.72,12.03,0,625.28,1.18,0,0,88.77,2.28,0,0,0,0,0,1.77,9.51,0,31.22,0,2.35,5.61,3389.65,0,14.74,0,0,0,0,0,0,0,0,87.73,0,0,10.82,2.94,0
