stage,axial,blastomeres,erythrocytes,eye,hatching_gland,neural,paraxial_mesoderm,periderm
  3-4,204.7,5033.96,0,0,0,0,0,242.01
  5-6,311.41,2371.59,0,0,0,26.22,6.17,34.83
  7-9,0,0,0,10.83,16.93,151.9,39.83,0
 10-12,0,0,9.11,8.45,13.54,25.49,19.95,0
