stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,eye,mesenchyme,muscle,neural,notochord,paraxial_mesoderm,periderm,spinal_cord,xanthophores
  3-4,27.37,27.46,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.52,87.47,0,0,0,0,0,0,0,0,0,10.51,0,0
  7-9,7.6,4.97,0,0,0,0,0,0,26.11,0,7.31,12.19,0,0
 10-12,0,6.23,0,13.1,0,0,0,0,40.2,0,19.79,0,0,0
 36-46,0,0,0,0,0,0.96,0,0,0.6,0,0,0,0.74,0
 48-58,0,0,0,0,0,0,0,1.24,1.08,0.52,0,0,0,0
 72-82,0,0,0.5,0,0,0,0,0.69,0,0,0,0,0,0
 84-94,0,0,0,0,0,0,0,0,11.78,0,0,1.85,0,0
108-118,0,0,0,0,2.08,0,5.96,0,0,0,0,0,0,0.65
