stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,40.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.6,0,0,0,0,0,0,0,0,0,0
  5-6,0,181.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94,0,0,8.05,0,1633.99,0,0,0,0,0,0,0,0,0,0
  7-9,11.94,4.85,0,7.79,0,5.98,0,10.25,0,0,0,0,0,65.19,0,0,0,0,0,0,0,0,0,0,0,105.55,24.89,0,0,8.23,0,437.9,0,0,0,0,0,0,0,0,0,0
 10-12,0,24.51,0,684.01,0,0,0,11.17,0,0,0,0,0,14.92,0,0,0,0,0,0,0,0,0,0,0,2045.91,96.64,0,0,88.4,0,103.54,0,4.43,0,0,0,0,0,0,0,0
 14-21,0,0,3.89,40.86,5455.17,0,0,25.72,0,39.14,0,0.93,37.7,3.9,0,0,115.68,0,5.76,0,0,48.7,32.11,0,5.49,228.81,4.75,1.23,81.55,1.92,0,680.49,5.96,0,3.47,4.61,33.06,0,0,3.49,0,0
 24-34,0,0,2.88,15.96,2286.79,0,0,17.35,0,233.36,0,0.94,9.31,3.12,0.95,0.6,80.23,0,50.73,1.58,0,34.4,64.29,0,8.11,420.79,5.32,13.02,21.01,0,0,669.24,0,0.86,1.01,0.75,52.4,0,0,0,0,0
 36-46,0,0,2.7,1.02,1242.47,0,0,12.25,0,350.08,0.64,5.57,4.04,8,0,0,71.45,0,32.77,1.92,2.44,10.35,31.12,0,2.4,286.42,11.26,9.5,15.18,0,0,916.28,0,0,0,0,30.68,0,0,2.65,0,3.51
 48-58,0,0,0.42,0.5,718.16,0.41,0,51.99,0,370.47,10.33,19.2,9.23,64.56,0.69,0,43.3,9.53,48.18,9.28,4.32,11.45,22.78,0.43,3.49,302.37,0,5.44,6.08,0,0,658.83,0,0,3.39,0,28.11,0,0,0.71,0,0
 60-70,0,0,0,2.79,776.62,0,0,41.33,0,493.03,4.06,3.22,56.81,14.82,0,0.58,34.02,0,33.28,1.78,1.24,12.38,20.21,0,4.17,202.01,3.13,2.59,9.56,0,0,909.65,0,1.28,0,0,11.47,7.15,0,0,0,3.6
 72-82,0,0,1.58,4.06,602.2,0.87,0,50.73,0,396.17,1.06,9.48,109.79,7.96,2.97,2.9,33.79,0,42.14,4.1,7.28,31.23,44.66,1.42,1.44,222.99,0,4.31,14.17,0,0,1001.67,0,0,0,0,9.72,14.67,2.74,5.3,2.6,1.31
 84-94,0,0,0,1.39,1107.13,8.48,0,24.99,0,568.56,0.89,8.22,239.61,20.73,0,0,75.74,2.64,43.63,1.24,9.32,46.8,49.29,4.29,3.92,176.12,0,1.61,15.68,0,0,1895.38,0,0.67,0,0,9.51,31.93,0,1.26,0,1.41
 96-106,0,0,2.08,2.98,1255.74,34.81,0,124.1,0,617.98,2.82,14.3,241.65,0,3.07,16.59,105.26,0,60.59,41.89,12.08,47.04,61.37,2.53,6.32,294.47,0,12.92,9.92,0,2.72,2658.44,0,1.34,0,0,10.07,49.63,0,0,1.17,2.21
108-118,0,0,1.21,5.49,1412.45,2.76,6.89,49.09,1.92,1059.78,9.42,15.07,271.64,2.74,1.35,7.57,151.22,0.43,57.57,3.17,11.91,63.55,86.31,5.65,4.83,185.46,0.8,2.15,9.82,0,0,1977.18,0,2.61,0,0,9.95,63.28,0.53,0,0.48,19.2
120,2.82,0,2.59,1.28,1546.65,3.62,0,71.76,0,870.17,0,0,177.74,0,0,7.97,78.98,10.17,37.96,17.61,10.86,45.82,85.48,0,4.84,197.81,0,0,37.87,0,0,1755.82,0,1.22,0,0,0,23.02,0,0,4.47,0
