stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,436.54,8260.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.98,0,0,0,0,0,0,0,0,0,0,0
  5-6,1202.63,19795.74,0,10.68,0,0,0,0,0,0,0,0,0,58.92,0,0,0,0,0,0,0,0,0,0,0,582.25,24.58,0,0,160.22,0,370.58,0,0,0,0,0,0,0,0,0,0,0
  7-9,201.74,541,0,706.28,0,0,0,1506.19,0,0,0,0,0,474.61,0,0,0,0,0,0,0,0,0,0,0,13841.23,293.64,0,0,4617.39,0,18.1,57.42,0,0,0,0,0,0,0,0,0,0
 10-12,0,370.88,0,394.17,0,27.73,0,995.82,0,0,0,0,0,108.13,0,0,0,0,0,0,0,0,0,0,3.87,6805.14,112.15,0,0,2267.79,0,9.94,17.6,0,260.42,0,23.5,9.05,0,0,0,0,0
 14-21,0,0,0,24.27,203.84,67.47,0,178.19,0,0,0,54.86,9.43,3.58,1.84,2.01,9.58,0,0,10.78,4.7,184.08,0,0,148.42,2169.05,26.78,7.82,15.71,67.17,0,55.26,0,194.29,8.16,3.31,187.6,586.94,0,0,10.45,0,0
 24-34,0,0,0,10.48,61.26,13.93,0,371.49,0,7.02,3.97,48.05,7.39,1.11,5.34,18.1,10.76,7.4,4.7,9.36,5.5,330.46,2.2,0,107.23,2672.76,14.4,8.08,21.42,0,1.98,89.8,1.06,0.97,13.7,2.58,39.63,562.12,0,0,54.1,0,7.78
 36-46,0,0,1.35,0.84,73.64,1.3,0,519.49,0.68,6.48,4.3,54.76,3.73,0,1.5,20.46,0,10,4.7,17.83,17.3,287.98,0.77,5.9,89.76,1667.28,6.76,3.88,8.13,0,0,70.89,0.81,0,3.32,0.64,0,312.42,0,0,42.87,0,29.16
 48-58,0,1.29,0.86,1.44,47.56,0.85,0,529.74,1.27,13.75,5.75,85.52,3.24,0,4.97,5.65,0.46,18.62,4.5,2.73,18.2,324.54,1.84,7.74,80.84,768.66,2.3,2.45,13.8,0,0.47,36.04,0.65,2.68,1.65,0,0,178.56,0,0.37,34.57,0.78,20.57
 60-70,0,0,0,0,41.38,1.45,0,329.1,0,9.98,14.86,95.69,4.82,2.4,4.93,16.1,3.07,6.35,8.31,14.83,1.43,302.72,0.73,14.88,42.1,522.74,7.34,7.01,3.3,0,5.37,63.77,0,0,0.97,0.65,0,91.73,0,5.14,27.8,0.64,8.84
 72-82,0,0,0.83,0,31.86,23.31,2.91,252.32,0.49,7.36,11.05,101.27,9.34,0.52,3.74,11.25,2.86,9.96,4.54,0.78,4.76,360.77,0.73,6.7,41.06,335.72,3.14,4.16,11.59,0,2.2,38.77,0,0,2.79,0,0,26.95,3.13,6.55,49.33,6.04,11.71
 84-94,0,0,3.64,0,66.51,15.66,2.87,180.96,0,9.74,7.05,87.41,5.81,1.71,5.19,28.75,2.6,14.83,3.31,12.41,2.82,283.75,0,6,28.07,357.99,0.62,6.67,13.35,0,3.08,91.94,0,0,6.88,0,0,30.22,2.37,16.12,36.53,9.35,14.57
 96-106,0,0,3.44,0,37.95,25.74,4.99,170.03,0,1.68,7.8,68.85,9.76,0,0,30.23,1.43,9.75,0.88,16.01,3.66,219.63,2.47,9.75,33.03,264.44,2.26,4.64,14.95,0,3.88,123.84,0,0,2.6,0,0,20.17,1.13,10.89,26.19,7.15,3.63
108-118,0,0,1.28,0,53.5,11.81,10.45,128.69,0,7.6,11.09,92.23,13.38,0,2.95,33.22,6.55,28.18,6.15,8.37,7.69,308.41,0.43,10.62,26.14,332.32,4.68,2.88,23.58,0,15.04,100.43,0.42,0,1.2,0.63,0,19.86,8.43,9.64,44.35,1.25,2.7
120,0,0,4.32,1.66,75.71,20.77,0,188.51,1.33,12.45,21.79,164.12,16.02,0,0,49.32,4.63,17.46,0,6.3,1.33,316.56,0,33.45,54.36,466.52,14.38,2.15,9.81,0,5.34,96.99,1.53,0,4.15,1.37,0,1.74,4.87,8.51,105.9,10.52,0
