stage,endocrine_pancreas,eye,glial,immune,mesenchyme,neural,periderm,spinal_cord,vasculature
 24-34,0,0,0,0,0,1.19,1.77,0.95,0
 36-46,0,0,1.13,0,0,2.41,0,0,0.73
 48-58,0.59,6.17,0.66,0,0,5.71,0,0,0
 60-70,0,0,0,0,0,20.67,0,4.02,5.35
 72-82,0,0.7,0,4.16,0,10.16,0,0,0
 84-94,0,1.41,8.66,4.52,0,5.04,0,0,0
 96-106,0,0,0,28.63,0.95,0,0,0,0
108-118,0,2.2,0,26.39,0,28.38,0,0,0.45
120,0,5.77,0,94.73,0,14.2,0,0,0
