stage,epidermis,eye,fin_mesenchyme,ionocyte,mesenchyme,mural_cell,neural,paraxial_mesoderm,spinal_cord
  5-6,0,0,0,0,0,0,11.25,0,0
  7-9,0,4.42,0,0,0,0,0,9,0
 14-21,1.97,0,0,0,0,0,0.84,0,0
 24-34,0,0,0,0,0,0,3.46,0,0
 36-46,0,0.84,0,0,0.72,0,1.61,0,0
 48-58,0,0.9,0,0.38,0,0,12.44,0,1.22
 60-70,0,0,0,0,0,0,1,0,0
 72-82,0,0,1.44,0,0,0,0,0,0
 84-94,0,0,0,0,0.67,0,0,0,0
 96-106,0,0,0,0,0,3.47,0,0,0
108-118,1.83,0.56,0,0.47,0,0,1.33,0,0
