stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1366.41,26222.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913.37,0,0,0,0,0,0,0,0,0,0,0
  5-6,1125.18,14039.74,0,30.5,0,0,0,0,0,0,0,0,0,24.34,0,0,0,0,0,0,0,0,0,0,0,356.55,37.49,0,0,152.37,0,218.4,0,0,0,0,0,0,0,0,0,0,0
  7-9,167.03,113.85,0,144.03,0,0,0,203.79,0,0,0,0,0,185.41,0,0,0,0,0,0,0,0,0,0,0,3001.94,148.29,0,0,933.3,0,6.92,74.51,0,0,0,0,0,0,0,0,0,0
 10-12,7.59,136.9,0,306.53,0,26.9,0,203.84,0,0,0,0,0,171.81,0,0,0,0,0,0,0,0,0,0,0,4149.63,144.79,0,0,1332.39,0,28.55,52.16,0,137.39,0,22.97,17.67,0,0,0,0,0
 14-21,1.81,1.36,5.84,52.38,1015.03,233.67,0,580.06,0,12.23,0,53.97,39.36,131.87,15.49,7.94,74.93,0.87,2.02,8.19,66.3,336.48,5.15,0,293.88,3775.69,227.11,11.98,96.48,118.86,0,154.03,17.94,474.14,45.76,49.96,1114.8,1197.64,0,0,25.11,0,289.37
 24-34,4.02,0,3.87,20.61,262.26,13.81,0,503.63,1.37,16.95,13.83,80.81,12.49,4.81,15.97,16.58,44.14,14.57,18.39,25.81,81.61,466.12,20.2,2.04,185.79,2969.87,96.16,35.55,60,1,0,356.47,1.47,0,27.03,8.08,153.58,725.57,0,0,174.66,0,790.5
 36-46,0,0,5.98,3.82,114.97,0,0,369.71,19.61,29.89,31.7,201.32,7.94,0,9.68,18.67,20.75,21.98,9.51,8.87,22.94,414.22,21.57,5.04,145.41,2029.34,81.56,27.64,24.13,0,0,371.44,2.66,0,6.58,3.86,3.09,595.9,0,1.69,92.72,0,647.93
 48-58,0.39,1.29,3.28,3.22,146.63,7.35,0,687.17,12.79,33.27,38.45,499.49,18.88,0.39,9.67,18.84,11.08,27.8,10.66,9.03,26.44,599.67,17.99,18.28,110.31,1528.53,56.19,16.42,32.31,0,1.69,255.81,0,0,13.36,1.7,0,532.47,0,0.37,76.8,0,700.56
 60-70,0,0,14.67,0,158.61,0,0,1003.45,3.36,28.95,37.23,616.66,37.72,0,6.32,17.28,22.81,55.54,13.54,30.8,5.47,688.37,17.13,17.83,66.61,998.27,36.21,16.59,32.99,0,2.29,253.85,0,0,9.59,1.36,0,241.56,0.76,5.92,25.18,4.28,540.59
 72-82,0,0,14.69,0,136.96,6.24,1,1124.51,8.71,19.19,65.75,801.04,97.7,0.55,7.93,20.45,28.19,40.86,17.1,23.38,12.95,753.56,33.77,28.43,78.52,1263.65,20.13,32.64,45.48,0,3.6,193.27,0,0,12.16,0.53,0,138.01,15.21,20.48,76.92,10.7,380.01
 84-94,0.62,0,20.42,1.43,267.38,7.69,1.85,961.24,4.54,42.86,56.31,635.04,185.06,0,4.78,27.91,38.74,68.5,21.81,112.41,20.04,743.91,24.45,27.76,90.41,938.75,43.08,24.14,63.64,0,4.66,584.99,0,0,32.14,11.54,0,131.36,24.29,20.53,91.77,14.88,323.06
 96-106,0,0,19.29,0.66,315.65,23.47,3.71,732.51,4.72,44.23,23.43,697.43,167.51,0,18.68,23.25,35.73,35.79,24.95,98.48,5.9,526.64,27.41,8.83,69.93,934.1,30.15,49.69,47.9,0,11.36,382.76,0,0,20.04,0,0,113.2,27.9,24.82,74.96,18.93,206.07
108-118,0,0,23.04,0.94,299.97,14.78,18.7,829.53,5.97,43.37,23.66,746.71,155.97,0,2.35,42.94,29.19,45.29,28.56,215.28,25.02,518.9,26.36,33.97,81.76,1256.44,43.65,27.93,62.5,0,4.52,370.97,0,0,9.07,1.99,0,56.02,19.56,12.8,72.34,12.81,284.08
120,1.19,0,3.64,0,215.26,13.44,0,527.17,1.99,36.2,53.14,755.81,90.11,0,0,45.42,24.6,19.7,9.24,62.85,2.82,416.56,11.81,30.25,56.54,1610.17,58.26,12.57,61.11,0,4.59,212.98,0,0,4.97,0,0,30.35,2.46,11.09,93.25,8.85,142.41
