stage,eye,glial,mesenchyme,neural,periderm,spinal.cord
 14-21,1.59,0,0,0,0,1.59
 24-34,0,0,0,5.22,0,0
 36-46,1.28,0,0,3.56,0,0.71
 48-58,0,0,0,2.65,5.07,0.51
 60-70,0,0,0,3.54,0,0
 72-82,4.12,0,0,7.11,0,1.35
 84-94,3.54,1.36,0.72,12.32,0,1.39
 96-106,0,0,0,3.56,0,1.51
120,0,0,0,22.51,0,0
