stage,axial,blastomeres,eye,neural,periderm
  3-4,0,58.05,0,0,0
  5-6,7.03,20.42,0,0,0
 24-34,0,0,0.97,1.36,0
 48-58,0,0,0,0.74,0
 72-82,0,0,0,1.35,0
 96-106,0,0,0,4.51,1.13
