stage,epidermis,erythrocytes,eye,glial,liver,mucous,neural,spinal_cord,xanthophores
 14-21,0,0,0,0,0,0,2.61,0,0
 48-58,1.06,0,0,0,0,0,0,0.75,0
 60-70,1.42,0,0,0,0,0,0,0,0
 72-82,0,1.52,0,1.62,0,0,2.45,0,0
 96-106,0,0,0,0,0,0,1.14,0,0
108-118,0,0,1.12,0,0.43,3.33,2.18,0,2.04
120,0,0,0,0,0,0,4.73,0,0
