stage,axial,blastomeres,eye,glial,lateral_line,neural,otic,paraxial_mesoderm,spinal_cord
  3-4,16.4,25.49,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,4.2,0,0,0
 10-12,0,0,0,0,0,8.92,0,3.77,0
 24-34,0,0,0,0,0,8.46,0,0,0
 36-46,0,0,0,0,0,16.37,0,0,1.8
 48-58,0,0,0,0,0,8.05,4.3,0,0.48
 60-70,0,0,2.54,2.01,0,31.23,0,0,3.31
 72-82,0,0,0,0,0,47.93,0,0,5.11
 84-94,0,0,11.02,0.73,0,32.25,2.52,0,3.55
 96-106,0,0,6.89,2.1,0,16.36,1.71,0,0
108-118,0,0,7.66,0.86,0.43,52.9,7.13,0,3.25
120,0,0,0,0,0,113.26,0,0,0
