stage,blastomeres,endoderm,mesenchyme,mural.cell,neural,notochord,paraxial.mesoderm,somites,vasculature
  5-6,36.32,0,0,0,0,0,7.11,0,0
  7-9,0,4.12,0,0,27.71,0,5.86,0,0
 10-12,0,6.87,0,0,49.51,4.45,0,0,0
 14-21,0,0,0,0,0,0,0,0.84,0
 24-34,0,0,0.89,0,0,0,0,0,0.79
 48-58,0,0,0.39,0,1.83,0,0,0,0
 60-70,0,0,6.49,0,0,0,0,0,0.65
 96-106,0,0,0,0.7,0,0,0,0,0
