stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,60.27,1808.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.33,0,0,0,0,0,0,0,0,0,0
  5-6,210.95,2173.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.6,0,0,0,47.47,0,46.28,0,0,0,0,0,0,0,0,0,0
  7-9,116.79,61.85,0,143.01,0,0,0,276.79,0,0,0,0,0,92.74,0,0,0,0,0,0,0,0,0,0,0,1648.92,87.07,0,0,643.05,0,7.91,0,0,0,0,0,0,0,0,0,0
 10-12,0,33.06,0,132.28,0,5.46,0,132.58,0,0,0,0,0,23.39,0,0,0,0,0,0,0,0,0,0,0,1067.95,68.4,0,0,430.16,0,0,6.79,6.12,64.49,0,0,0,0,0,0,0
 14-21,0,0,1.11,0.81,29.79,0.97,0,8.43,0,0,0,6.81,2.77,0,3.7,0,1.77,0,0,0,1.07,23.52,0,0,10.93,113.13,4.49,3.17,0,3.4,0,7.14,0,16.75,1.74,13.64,48.8,0,0,0,0,0
 24-34,0,0,0,3.7,21.56,1.95,0,28.41,0,0,0,7.57,0,0,3.65,0,0.63,0,1.21,0.65,0,58.76,0,0,16.46,454.48,0.67,4.82,0.77,0,0,32.74,0,0,3.11,5.95,86.89,0,0,16.08,0,1.95
 36-46,0,0,0,0,22.08,6.36,0,79.21,0,0.89,1.2,26.81,0.66,0,2.62,13.01,0,0.56,0,0,5.16,44.89,0.77,1.72,10.99,509.95,1.14,13.15,8.27,0,0,39.07,0,0,1.18,0,118.02,0,0,6.88,0,1.17
 48-58,0,0,0,0,21.74,0,0,182.58,0.7,2.07,0.86,23.26,0,5.18,2.3,0,0.86,11.64,0.5,0,1.33,55.99,0.46,3.04,13.71,427.16,7.77,0,1.14,0,1.18,38.36,0,0,0.62,0,112.8,0,0,4.41,0,9.96
 60-70,0,0,0,0,6.9,0.69,0,272.93,0,3.81,5.35,90.22,0,0,1.8,8.97,1.47,3.14,0,0,10.61,98.67,2.52,12.78,3.24,553.58,2.37,1.16,11.5,0,8.8,42.55,0,0,4.06,0,81.25,0.81,3.24,9.28,0,38.24
 72-82,0,0,0,0,13.59,50.02,0,264.2,1.29,4.95,8.92,57.76,2.93,0,2.25,6.08,2.28,3.48,1.51,0,0,114.93,1.7,5.87,9.8,407.97,0,1.41,3.07,0,0,71.67,0,0,3.51,0,41.95,0,6.51,5.39,2.56,10.72
 84-94,0,0,1.48,0,11.2,16.07,0,146.98,0,1.8,1.05,37.17,11.35,0,3.86,3.77,4.09,10.7,2.53,7.83,2.53,107.07,6.2,7.79,3.82,268.88,0,3.93,12.66,0,1.01,90.71,0,0,4.77,0,33.41,0.74,8.92,19.41,4.86,0
 96-106,0,0,1.05,0,20.86,58.6,0.8,196.23,11.15,4.77,10.09,51.15,3.42,0,3.13,7.84,4.9,3.72,1.73,0,0,87.52,0.7,3.24,1.12,267.56,0,7.54,4.42,0,4.67,108.44,0,0,0.78,0,18.46,0.61,1.93,6.88,3.29,2.53
108-118,0,0,2.89,0,33.96,16.96,2.6,188.14,0.65,12.86,0.64,72.41,5.06,0,1.03,14.12,14.47,7.29,2.1,1.62,0.64,89.88,2.6,11.71,6.72,290.17,0.5,2.85,9.02,0,12.65,66.79,0,0,1.07,0,16.42,1.41,5.25,5.27,10.6,14.22
120,0,0,2.94,1.28,41.73,5.72,0,138.92,2.98,5.55,1.82,75.11,12.58,0,0,1.34,7.21,1.18,0,0,4.57,104.44,1.59,13.35,16.73,358.37,0,10.22,4.11,0,5.44,68.88,0,0,2.16,0,0,2.53,3.24,11.88,3.71,6.36
