stage,blastomeres,eye,hatching_gland,neural,paraxial_mesoderm,spinal_cord
  5-6,14.58,0,0,0,0,0
  7-9,0,4.5,3.24,0,5.44,0
 24-34,0,0.92,0,0.74,0,0
 36-46,0,3.91,0,1.7,0,1.29
 48-58,0,6.86,0,3.51,0,0
 60-70,0,3.74,0,1.43,0,0
 72-82,0,2.08,0,1.98,0,0
 96-106,0,0,0,1.26,0,0
108-118,0,3.32,0,0,0,0
120,0,1.59,0,0,0,0
