stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,47.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,14.55,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.74,0,0,0,7.96,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,83.34,0,0,0,4.16,0,0,0,0,0,8.15,0,0,0,0,0,0,0,0,0,0,0,108.72,0,0,0,10.25,0,0,4.8,0,0,0,0,0,0,0,0,0,0
 14-21,0,2.31,3.72,34.57,7.37,0,238.79,0,0,0,3.39,1.19,5.67,3.84,0,0,12.92,0,2.67,435.16,33.83,0,0,18.12,197.67,11.18,3.35,2.17,12.69,0,19.12,1.28,13.64,0,0,17.57,66.62,0,0,0,0,20437.84
 24-34,0,3.16,6.45,158.53,42.01,0,537.31,1.47,10.59,2.98,66.53,11.92,13.42,21.34,21.94,20.37,749.04,12.13,46.5,4233.77,385.44,4.59,3.64,238.68,4779.32,53.81,39.23,34.72,0,0,279.01,0,3.08,23.85,41.8,130.58,672.27,0,0,258.91,0,94268.09
 36-46,0,1.59,0.96,64.02,5.36,0,532.94,1.36,24.93,12.71,94.52,1.58,0,11.72,8.64,5.05,158.59,1.61,230.49,15021.68,238.26,0.6,11.79,72.5,2988.18,50.7,22.07,21.68,0,2.1,168.68,0,11.57,303.86,0.74,4.5,547.84,0,1.23,99.62,0,115749.7
 48-58,0,0,0,65.18,2.14,0,1100.05,4.25,3.19,16.2,169.29,2.03,0.93,5.2,21.88,1.31,647.26,2.15,2.74,6431.7,212.94,1.66,5.32,46.29,1916.53,4.41,10.9,18.63,0,0.47,95.92,0,0.92,7.44,11.17,0,360.95,0,0,37.51,0,115489.26
 60-70,0,0,0,20.92,10.67,0,777.63,21.76,2.21,5.25,86.62,0,0,0,22.95,0.61,124.75,4.38,16.89,1437.98,132.39,3.37,12.09,12.59,822.33,0.58,6.48,17.6,0,7.06,31.45,0,0,0,0.76,0,111.1,0,6.17,29.13,0.73,82284.24
 72-82,0,0,0,20.13,32.41,0,1090.06,4.93,14.39,35.88,114.87,10.51,0,0,9.65,0.6,84.98,4.44,8.14,856.44,204.21,1.07,4.21,4.05,636.67,3.54,5.24,74.92,0,6.82,29.93,0,0,1.09,0,0,53.05,0.5,2.56,14.52,7.27,78619.49
 84-94,0,3.45,0,60.16,33.88,0,2238.04,4.14,3.24,10.24,117.87,2.28,0,3.67,9.99,2.28,479.63,2.07,17.36,1146.21,231.43,0,32.47,7.41,503.95,0.61,3.99,17.83,0,9.87,50.97,0,0,0.66,0,0,43.93,3.16,6.14,11.78,12.35,39714.41
 96-106,0,0,0,78.62,74.3,0,2072.16,3.68,3.24,9.21,181.67,16.31,0,5.12,49.75,0.65,24.41,2.37,26.69,960.44,236.09,1.5,12.81,18.82,639.06,0,4.26,16.22,0,9.93,76.28,0,0,9.06,0.57,0,36.17,4.04,2.35,7.44,46.94,38950.9
108-118,0,0,0,28.3,25.94,10.2,1179.3,0,8.93,4.57,102.31,24.84,0,0.47,10.22,4.89,89.2,7.25,156.43,817.18,194.58,10.64,10.26,8.83,583.62,3.76,3.42,23.15,0,4.82,46.77,0,0,0,0,0,3.91,3.07,4.44,14.13,0.69,37637.55
120,0,0,0,4.61,11.23,0,529.05,2.11,1.19,6.39,76.4,3.16,5.2,0,17.96,0,14.68,1.72,1.58,241.95,115.04,4.3,17.46,1.92,287.41,3.89,33.75,16.12,0,2.67,13.51,0,0,0,0,0,8.31,61.73,8.82,5.65,3.35,13073.82
