stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,67.41,2860.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.84,0,0,0,0,0,0,0,0,0,0,0
  5-6,147.22,1022.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.17,0,0,0,0,0,26.42,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,9.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.13,6.31,0,0,77.06,0,0,5.11,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.86,0,0,0,27.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,32.74,0,0,24.2,0,6.22,0,0,51.57,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,3.18,162.79,0,4.89,0,0,0,0,0,1.88,0,0,0,0,0,0,1.5,0,0,3.35,69.58,14.42,0.89,1.04,1.14,0,62.14,0,3.75,0.85,0,4.39,7.68,0,0,22.84,0,0
 24-34,0,0,0.71,0,1.37,9.27,0,5.51,0,2.1,0,0.92,0,25.61,0,1,0,0,0,1.52,11.48,0,0,1.53,171.67,0,1.82,2.28,0,0,233.42,0,0,1.47,0,0.62,33.44,0,0,108.2,0,9.72
 36-46,0,0,0,0,1.14,0,0,28.72,0,0.62,0,3.36,0,11.24,13.63,5.44,6.66,0,0,5.69,9.51,6.77,0,1.3,216.58,0,2.46,1.05,0,0,369.83,0.78,0,0.59,0,0,41.65,0,0,89.76,0,3.92
 48-58,0.39,0,0,0,4.74,0,0,66.86,3.88,0.92,0.46,8.82,0,7.48,1.12,1.33,0.38,1.41,0,5.63,13.31,0.61,0,0.85,306.92,0,11.96,11.24,0,0,196.65,0,0,0,0,0,50.3,0,0,121.39,0,7.01
 60-70,0,0,0.57,0,23.93,0,0,176.27,0,1.76,0,43.55,0.98,8.13,2.7,3.46,1.97,0.7,0,0,28.81,5.13,0,0.61,346.33,0,0,1.79,0,2.4,131.57,0,0,0,0,0,41.88,0,0,101.54,0,26.99
 72-82,0,0,0,0,9.63,4.59,0,253.89,0.79,0.8,2.29,58.37,5.92,18.18,5.5,11.29,5.61,0,0,0,56.26,1.06,3.99,0.69,284.85,0,11.91,7.32,0,0,123.08,0,0,2.43,0,0,63.61,0,0.56,232.18,2.47,3.86
 84-94,0,0,0,1,16.86,6.08,0.92,179.71,0,1.76,0,53.76,7.38,4.43,13.23,7.61,5,0.83,0,2.11,55.39,6.72,3.49,2.89,183.02,0.62,0,5.03,0,0,267.83,0,0,1.77,0,0,27.14,4.99,0,228.72,0,14.65
 96-106,0,0,0.74,0,27.15,20.14,0.6,175.18,1.38,3.24,0,73.97,10.93,8.99,15.26,10.61,3.83,0,19.07,0,43.84,6.88,3.31,0,314.94,0,5.88,5.08,0,2.84,268.76,1.62,0,0,0,0,16.9,0,0,207.26,0.8,8.15
108-118,0,0,0,0,36.07,1.13,2.06,213.78,0.54,3.5,0,59.06,10.54,4.33,17.06,15.54,9.62,1.42,0,8.56,55.61,1.24,5.47,5.08,252.65,0,4.99,3.57,0,1.1,257.48,0,0,0.45,1.63,0,14.95,0.95,0,200.03,5.79,14.28
120,0,0,0,0,35.15,1.49,0,145.73,11.37,0,0,57.01,18.07,52.55,23.95,3.89,5.27,2.19,0,0,125.85,3.68,19.92,4.91,436.61,0,45.22,18.38,0,0,183.99,0,0,0,0,0,22.38,0,0,335.36,3.36,0
