stage,blastomeres,eye,hatching.gland,liver,mesenchyme,neural,periderm,somites,spinal.cord,taste,vasculature
  3-4,34.7,0,0,0,0,0,0,0,0,0,0
  5-6,55.8,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,5.3,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,1.18,0,2.48,0,0,0
 36-46,0,0,0,0,0,1.01,0,0,0,0,0
 48-58,0,0,0,0,0,3.29,0,0,0,0,0
 60-70,0,0,0,1.41,0,5.38,0,0,0,0,0.89
 72-82,0,0,0,0,0,6.54,0,0,2.63,0,0
 84-94,0,4.25,0,0,0,4.17,0,0,0,0.78,0
 96-106,0,0,0,0,0,0,1.09,0,0,0,0
108-118,0,0,0,0,3.35,2.71,0,0,0,0,0
