stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,90.93,1827.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.44,0,0,0,0,0,0,0,0,0,0,0
  5-6,116.43,2449.1,0,20.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.69,0,0,0,38.39,0,7.68,0,0,0,0,0,0,0,0,0,0,0
  7-9,28.1,55.22,0,73.86,0,0,142.58,0,0,0,0,0,7.18,0,0,0,0,0,0,0,0,0,0,0,914.33,47.08,0,0,405.52,0,0,3.47,0,0,0,0,0,0,0,0,0,0
 10-12,0,27.28,0,73.11,0,8.32,90.19,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,721.78,6.59,0,0,320.32,0,0,3.03,0,48.29,0,5.74,0,0,0,0,0,0
 14-21,0,0,0,7.96,317.91,19.92,31.8,0,5.3,0,11.27,19.71,0,3.84,0,0,0,0,1.02,1.05,120.92,0,0,69.67,435.99,28.19,6.08,7.38,22.51,0,26.05,0,95.42,4.34,8.42,65.9,113.2,0,0,1.92,0,0
 24-34,0,0,0,0.76,98.51,0,45.69,0,9.38,2.51,12.25,4.78,0,2.38,0,0.95,0.85,3.57,1.22,5.18,144.54,0,0,52.44,633.36,13.56,7.57,14.12,0,1.61,3.96,0,0,0,1.48,23.42,167.97,0,0,15.72,0,0
 36-46,0,0,0,0,13.23,0.58,108.89,0,18.36,20.52,32.15,1.24,0,4.1,0,0,4.47,0.57,0.66,3.95,218.89,0,13.77,23.34,580.18,1.22,5.89,8.28,0,1.98,9.32,0,0,3.08,0,2.04,119.71,0,0,6.72,0.78,0.65
 48-58,0,0,0,0,8.39,0.69,128.33,0.53,6.06,26.61,36.78,1.46,0,4.62,0,0,0.56,0.39,2.78,0.56,131.34,0,9.14,21.79,386.83,0.38,0.97,24.86,0,0.47,0.43,0,0,1.52,0,0,95.74,0,1.24,11.4,0.72,0.99
 60-70,0,0,0,0,12.42,0,161.77,0,3.5,23.9,15.83,2.34,0,3.07,0.8,0,0,1.13,0,0,102.63,0,5.02,8.65,305.35,1.03,1.46,4.12,0,1.42,3.75,0,0,4.44,0,0,59.16,0,8.77,5.95,1.63,0
 72-82,0,0,0,0,11.35,3.53,98.55,0,0,43.23,23.58,1.28,0,3.32,1.38,0,0.57,4.05,0,0,113.87,0,9.01,10.47,203.09,0,0.56,4.38,0,0,1.04,0,0,0,0,0,33.78,0,6.53,2.65,5.6,0
 84-94,0,0,0.8,0,12.88,0,96.46,0,6.75,26.24,29.66,1.93,0,0,3.12,0.78,2.7,1.41,0.68,0,103.25,0,3.8,10.33,178.97,0,1.84,8.32,0,1.65,9.69,0,0,0,0,0,10.11,0.72,5.62,7.35,2.83,13.21
 96-106,0,0,0,0,11.64,4.68,78.02,0,4.71,24.87,32.6,1.69,0,2.74,3.39,1.39,4.15,0,0,0,103.76,0,4.56,6.06,189.79,0.6,0,18.57,0,0,6.27,0,0,0,0,0,4.46,0.8,2.19,13.4,9.3,0.6
108-118,0,0,0.47,0,15.44,2.79,72.86,0,6.2,32.86,30.3,3.51,0,0.78,1.14,1.5,1.1,1.84,0,0,139.62,0.8,5.34,27.22,275.3,0,1.37,14.17,0,0,3.52,0,0,0,0.88,0,9.15,1.02,0,7.7,5.21,6.97
120,0,0,0,0,15.95,0,64.27,0,3.41,15.6,25.18,1.31,0,4.21,8.92,0,0,8.14,1.84,1.45,86.51,0,1.26,9.62,205.28,0,0,2.33,0,2.54,3.23,0,0,0,0,0,1.75,0,0,0,8.46,3.58
