stage,blastomeres,epidermis,erythrocytes,eye,glial,neural,notochord,paraxial.mesoderm,pronephros,spinal.cord
  3-4,74.14,0,0,0,0,0,0,0,0,0
  5-6,64.08,0,0,0,0,20.33,0,0,0,0
  7-9,4.73,0,0,15.38,0,16.78,0,5.91,0,0
 10-12,0,0,0,0,0,17.64,5.15,15.1,7.08,0
 14-21,0,0,0.93,0,0,0.81,0,0,0,0
 24-34,0,0,0,0,0,0.69,0,0,0,0.64
 36-46,0,0,0,0,0,1.7,0,0,0,0
 48-58,0,0,0,0,0,0.75,0,0,0,0
 84-94,0,0,0,0,1.4,0,0,0,0,0
108-118,0,0.47,0,0,0,2.57,0,0,0,0
