stage,eye,glial,immune,mesenchyme,neural,paraxial.mesoderm,presomitic.mesoderm,somites,spinal.cord
 10-12,0,0,0,0,0,20.42,0,0,0
 14-21,0,0,0,0,0,0,2.59,2.29,0
 24-34,0,0,0,0,0,0,0,0,1.2
 48-58,1.73,0,0,0.65,0.46,0,0,0,0
 72-82,0,0,0.49,0,1.3,0,0,0,0
 84-94,0,2.65,1.52,0,2.43,0,0,0,0
 96-106,0,0,3.03,0,3.81,0,0,0,0
108-118,0,0,1.43,0,1.44,0,0,0,0
