stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,86.21,1577.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.63,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.05,608.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33,0,0,0,0,0,49.15,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.87,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,73.35,0,0,0,15.05,0,70.12,6.94,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,11.11,0,0,7.73,0,0,0,0,0,22.6,0,0,0,0,0,0,0,0,0,0,0,174.76,0,0,0,11.75,0,52.58,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.8,25.04,8.09,0,0,1.89,0,0,0,0,0,0,0.82,0,0,0,0,4.44,0,0,2.25,6.38,0.84,0,0,0,0,80.84,0,1.22,0.9,1.25,0.85,0.96,0,0,9.97,0,0
 24-34,0,0,0,0,12.95,6.51,0,0,2.1,0.78,0,0,0,2.14,0,2.15,0,0.7,0.68,3.78,5.42,0.66,0,7.3,25.2,0,1.77,0,0,0,92.35,0,0,5.76,1.63,0,5.13,0,0,80.75,0,0
 36-46,0,0,0,0,18.34,10.47,1.45,0,1.79,0,0,0,0,1.67,0,9.87,0,2.76,1.07,0.61,10.16,4.04,0,1.36,4.05,0,0,8.7,0,0,112.94,0,0,0,4.22,0,2.11,0,0,38.66,0,0
 48-58,0,0,0,0,4.08,0,1.4,0.61,4.74,1.11,1.89,0.87,9.41,2.62,0,5.74,0,0.81,0,0.87,12.64,1.42,0,2.7,7.7,0,0.5,1.14,0,0,106.08,0,0,0,4.7,0,1.8,0,0,48.49,0,3.81
 60-70,0,0,0,0,9.82,0,3.19,5.86,1.23,2.87,4.23,0,4.2,2.4,0,0,0,1.2,0,0,39.85,0,0,2.17,18.04,0,0,12.62,0,1.19,96.43,0,0,0,0,0,0,0.61,0,19.29,0,0
 72-82,0,0,1.25,0,12.97,1.07,5.33,7.64,0,11.14,4.95,1.59,2.12,2.11,0.5,4.32,0,3.54,0,0,51.47,4.84,1.59,6.04,26.88,0,0,6.37,0,0,74.94,0,0,0,0,0,1.53,0.88,4.51,71.48,0.93,0
 84-94,0,0,0,0,11.57,0,2.95,7.48,2.56,3.56,4.52,4.4,6.54,0,0,3.57,1,0.64,0,0,51.97,7.52,2.46,1.23,8.97,0,0.56,5.71,0,2.48,182.96,0,0,0,0.77,0,0,2.82,0,78.78,0,0
 96-106,0,0,0.83,0,11.67,1.43,2.38,8.8,1.41,3.5,4.04,5.91,0,12.09,0.56,3.9,0,3.56,1.22,0.69,59.21,6.62,0,2.75,12.67,0,0,11.32,0,4.09,141.6,0,0,0,1.92,0,0,2.49,0,47.38,2.17,5.1
108-118,0,0,0.71,0,24.42,1.34,9.58,2.27,5.02,1.19,5.27,2.26,2.74,0.61,0.59,5.53,1.48,8.25,2.21,1.02,55.83,4.87,2.32,4.65,8.53,0,0,8.56,0,4.73,105.25,0,0,0,0,0,0,1.79,5.41,43.4,0.68,0
120,0,0,0,0,26.2,1.91,13.37,9.05,0,0,3.97,3.09,0,0,0,1.12,0,3.58,0,0,52.62,7.59,0,25.07,7.04,0,0,32.65,0,4.22,106.54,0,0,0,0,0,13.28,5.78,12.76,50.59,12.33,0
