stage,epidermis,eye,fin_epithelia,glial,mesenchyme,muscle,neural,notochord,olfactory,periderm
  5-6,0,0,0,0,0,0,19.86,0,0,0
 10-12,0,0,0,0,0,0,3.27,0,0,0
 14-21,2.08,0,0,0,0,0,0,0,0,3.58
 24-34,0.87,0.77,0,0,0,0,1.89,0,0,0
 36-46,0,0,0,0,0.77,0,6.71,0.88,0,0
 48-58,0.49,0,0.54,0,0,0.72,2.06,0,0.5,0.51
 60-70,0,10.13,0,0,0.74,0,0.92,0,0,0.83
 72-82,1.17,0,0,0,0,0,1.3,0,0,0
 84-94,0,0,0,0,0.64,0,0,0,0,0
 96-106,0.61,0,2.64,8.27,0,0,0,0,0,5.35
108-118,1.46,2.95,3.21,0,1.2,0,0.92,0,0,0
