stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,84.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,71.46,256.61,0,0,0,0,0,0,0,0,0,0,0,15.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,104.49,34.08,0,268.73,0,0,0,25.68,0,0,0,0,0,399.22,0,0,0,0,0,0,0,0,0,0,0,651.21,35.7,0,0,48.8,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,7.59,44.67,0,340.18,0,27.23,0,79.82,0,0,0,0,0,43.52,0,0,0,0,0,3.73,0,0,0,0,0,1829.43,73.31,0,0,198.76,0,0,0,315.24,0,0,0,0,0,0,0,0
 14-21,0,0,10,3.88,79.49,76.96,0,29.18,0,0,0,5.24,9.31,0,5.75,0,18.33,0,0.93,0,9.32,89.9,0,0,58.78,596.23,4.74,7.97,12.65,3.62,0,9.12,4.3,6.65,114.16,49.92,317.22,0,0,63.24,0,0
 24-34,0,0,9.15,3.98,74.34,5.82,0,48.84,1.63,11.58,0,12.63,3.29,0,6.23,0,20.98,2.9,2.71,0.74,26.12,134.01,5.67,1.77,60.89,960.6,21.99,17.07,13.69,0,5.81,35.1,1.55,4.11,23.38,12.93,435.65,0,0,142.29,0,2.64
 36-46,8.46,0,2.7,0,33.25,3.68,0,223.38,8.86,4.09,2.32,31.2,2.71,0,8.96,0,32.99,5.17,5.85,0,6.8,180.04,2.25,1.4,48.58,2199.9,16.18,25.31,28.15,0,0,57.29,1.05,21.18,21.74,3.25,988.36,0,5.7,56.7,0,8.73
 48-58,0.58,0,0,0.43,43.08,0.72,0,449.89,8.16,5.76,2.04,126.42,0.41,0,11.21,0.86,3.95,42.77,2.48,2.54,25.38,156.51,2.41,15.8,43.4,2359.01,3.36,5.42,16.85,0,0.45,38.38,0,4.92,21.74,0,668.27,0,0,73.34,0.9,25.23
 60-70,0,0,0,0,28.04,5,0,542.38,8.67,47.45,2.52,324.23,0.72,0.66,11.35,0,11.69,141.87,4.23,5.08,0,204.71,0,4.91,25.39,2211.95,4.3,12.16,17.56,0,10.06,37.58,0,22.41,12.65,0,428.8,1.65,2.24,58,0,7.72
 72-82,0,0,2.77,0,24.7,4.65,0,315.16,4.56,1.55,8.05,816.29,3.3,0,2.88,5.33,6.31,90.82,3.11,5.37,22.75,208.76,2.36,9.72,19.33,1243.82,1.95,6.42,29.66,0,10.06,12.19,0,5.14,7.08,0,198.04,1.96,2.27,173.9,4.7,51.78
 84-94,0,0,0.73,0,57.14,0,0.65,355.09,16.87,9.07,4.52,728.81,4.66,0,7.18,4.3,13.35,104.86,3.68,4.28,15.58,225.68,6.37,27.45,27.64,974.21,1.29,7.29,29.56,0,0,28.5,0,4.75,3.94,0,138.06,16.86,3.38,119.92,5.18,30.42
 96-106,0,0,1.15,1.03,46.39,23.46,0,362.79,11.49,12.19,5.14,795.8,15.38,0,8.74,4.75,10.78,58.33,6.65,27.77,15.56,151.7,1.69,2.05,22.85,553.76,0.69,5.05,15.78,0,13.98,20.63,0,6.86,2.39,0,44.6,15.26,7.05,133.03,2.54,12.78
108-118,0,0,0.89,0,73.86,0,2.48,450.46,8.59,9.47,1.61,675.76,15.24,0,2.17,0,15.98,107.45,3.03,4.14,6.87,160.23,1.5,10.98,16.16,799.53,0,7.37,25.1,0,12.92,11.78,0,3.04,2.83,0,25.02,23.84,8.87,106.79,0,15.72
120,0,0,0,0,68.65,4.15,0,294.6,19.69,47.4,5.87,905.21,11.06,0,4.76,7.15,20.63,75.16,13.24,0,23.02,108.63,0,0,17.56,756.5,2.84,1.32,20.89,0,40.35,41.01,1.12,3.39,1.21,0,42.2,9.31,5.78,77.8,3.36,5.95
